"id","jettyBerthId","vesselCode","vesselName","arrivalTime","berthingTime","loadingStart","loadingEnd","departureTime","draftArrival","draftDeparture","waitingTime","remarks","createdAt","updatedAt"
"cmhsbjusy09jymaftx39he4cz","cmhsbjrpj06rnmaft7mkkdpsk","MV-0011","MV Kapuas Jaya","2025-11-03T23:02:44.895Z","2025-11-04T00:16:44.895Z","2025-11-04T00:43:12.176Z","2025-11-04T12:01:08.330Z","2025-11-04T13:18:32.922Z",8.894645441673859,7.12059049508337,74,,"2025-11-09T23:02:44.915Z","2025-11-09T23:02:44.915Z"
"cmhsbjut009k0maftv68kgq2v","cmhsbjrpl06romaftxk3prwim","MV-0012","MV Kalimantan Makmur","2025-10-17T23:02:44.895Z","2025-10-18T00:59:44.895Z","2025-10-18T01:30:30.962Z","2025-10-18T22:20:36.258Z","2025-10-18T23:47:32.820Z",6.749442925105175,8.404545425259295,117,,"2025-11-09T23:02:44.917Z","2025-11-09T23:02:44.917Z"
"cmhsbjut209k2maftqc08li76","cmhsbjrpm06rpmaftdfoyv86f","MV-0013","MV Barito Sentosa","2025-10-22T23:02:44.895Z","2025-10-22T23:13:44.895Z","2025-10-22T23:25:02.751Z","2025-10-23T09:35:56.593Z","2025-10-23T10:58:33.980Z",8.2181308613537,8.74037587923966,11,,"2025-11-09T23:02:44.918Z","2025-11-09T23:02:44.918Z"
"cmhsbjut309k4maft3n5k09en","cmhsbjrpn06rqmaftotihi1nz","MV-0014","MV Borneo Prima","2025-09-13T23:02:44.895Z","2025-09-13T23:28:44.895Z","2025-09-13T23:30:00.961Z","2025-09-14T17:10:55.526Z","2025-09-14T17:57:07.685Z",7.331756899964089,8.467791929279157,26,,"2025-11-09T23:02:44.920Z","2025-11-09T23:02:44.920Z"
"cmhsbjut509k6mafttxgkghap","cmhsbjrpo06rrmaft3d6ypq3j","MV-0015","MV Nusantara Makmur","2025-10-24T23:02:44.895Z","2025-10-25T00:36:44.895Z","2025-10-25T01:20:34.645Z","2025-10-25T16:21:43.860Z","2025-10-25T17:20:49.286Z",7.080458380994457,8.01492634580596,94,,"2025-11-09T23:02:44.921Z","2025-11-09T23:02:44.921Z"
"cmhsbjut609k8maftwh0pk0rj","cmhsbjrpp06rsmaft7hv9rc3d","MV-0016","MV Mahakam Sejahtera","2025-09-15T23:02:44.895Z","2025-09-16T00:10:44.895Z","2025-09-16T00:37:06.024Z","2025-09-16T16:15:57.998Z","2025-09-16T17:21:13.134Z",7.701920795116211,8.462267812779611,68,,"2025-11-09T23:02:44.923Z","2025-11-09T23:02:44.923Z"
"cmhsbjut809kamaft89dxidh5","cmhsbjrpq06rtmaftx98qlqmg","MV-0017","MV Borneo Prima","2025-10-13T23:02:44.895Z","2025-10-14T00:32:44.895Z","2025-10-14T00:46:12.343Z","2025-10-14T11:47:09.790Z","2025-10-14T13:02:36.707Z",7.10525471934255,8.286577496022755,90,,"2025-11-09T23:02:44.924Z","2025-11-09T23:02:44.924Z"
"cmhsbjut909kcmaft9rcvy0r0","cmhsbjrps06rumaftuifs0ktm","MV-0018","MV Mahakam Mulia","2025-10-03T23:02:44.895Z","2025-10-03T23:21:44.895Z","2025-10-04T00:03:47.592Z","2025-10-04T14:54:50.767Z","2025-10-04T15:53:30.914Z",7.977254527008096,8.787526896362985,19,,"2025-11-09T23:02:44.925Z","2025-11-09T23:02:44.925Z"
"cmhsbjuta09kemafteq4zfu0y","cmhsbjrpt06rvmaftw9zmfogp","MV-0019","MV Mahakam Abadi","2025-10-12T23:02:44.895Z","2025-10-12T23:38:44.895Z","2025-10-12T23:55:20.003Z","2025-10-13T21:23:23.050Z","2025-10-13T22:40:46.916Z",7.459715702293643,7.732378463297946,36,,"2025-11-09T23:02:44.927Z","2025-11-09T23:02:44.927Z"
"cmhsbjutc09kgmaftb7auk117","cmhsbjrpu06rwmaft2wl456sb","MV-0020","MV Maritim Sentosa","2025-10-02T23:02:44.895Z","2025-10-03T00:56:44.895Z","2025-10-03T01:30:48.425Z","2025-10-03T21:41:42.595Z","2025-10-03T23:00:13.208Z",8.236104326528583,7.960687885866758,114,,"2025-11-09T23:02:44.928Z","2025-11-09T23:02:44.928Z"
"cmhsbjutd09kimafthgvnomgc","cmhsbjrpw06rxmaftc51qsir1","MV-0021","MV Mahakam Indah","2025-10-21T23:02:44.895Z","2025-10-21T23:48:44.895Z","2025-10-22T00:09:50.495Z","2025-10-22T13:06:49.959Z","2025-10-22T14:03:52.415Z",7.170918090214962,8.983985645026246,46,,"2025-11-09T23:02:44.930Z","2025-11-09T23:02:44.930Z"
"cmhsbjutf09kkmaft9b396maz","cmhsbjrpx06rymaftf4tt3qbr","MV-0022","MV Samudra Sejahtera","2025-11-08T23:02:44.895Z","2025-11-09T01:01:44.895Z","2025-11-09T01:31:48.834Z","2025-11-09T12:14:16.976Z","2025-11-09T12:44:51.690Z",8.355869040668171,8.47861110254616,119,,"2025-11-09T23:02:44.931Z","2025-11-09T23:02:44.931Z"
"cmhsbjuth09kmmaft0rjupi5c","cmhsbjrpz06rzmaftqafm5dyu","MV-0023","MV Kapuas Indah","2025-11-09T23:02:44.895Z","2025-11-10T01:13:44.895Z","2025-11-10T01:35:23.294Z","2025-11-11T00:31:01.888Z","2025-11-11T01:58:36.775Z",8.196333672711315,8.241227582232916,131,,"2025-11-09T23:02:44.933Z","2025-11-09T23:02:44.933Z"
"cmhsbjutj09komaft4yjzpn6b","cmhsbjrq006s0maft42p7fuu2","MV-0024","MV Kapuas Sejahtera","2025-09-24T23:02:44.895Z","2025-09-25T01:13:44.895Z","2025-09-25T01:48:11.585Z","2025-09-25T18:07:56.317Z","2025-09-25T19:16:24.690Z",8.36348640848551,8.404537646384966,131,,"2025-11-09T23:02:44.935Z","2025-11-09T23:02:44.935Z"
"cmhsbjutk09kqmaftqwj5a0b1","cmhsbjrq106s1maftejzx4vwv","MV-0025","MV Lontar Prima","2025-11-06T23:02:44.895Z","2025-11-07T00:27:44.895Z","2025-11-07T01:00:43.813Z","2025-11-07T19:39:23.879Z","2025-11-07T20:57:08.824Z",6.752905021288587,8.01677514019042,85,,"2025-11-09T23:02:44.936Z","2025-11-09T23:02:44.936Z"
"cmhsbjutl09ksmaft4gt2o1uh","cmhsbjrq206s2maft0gtfckxf","MV-0026","MV Nusantara Jaya","2025-10-27T23:02:44.895Z","2025-10-28T00:37:44.895Z","2025-10-28T01:16:20.359Z","2025-10-28T09:22:16.193Z","2025-10-28T10:44:57.433Z",8.83962489790266,7.135560354468344,95,,"2025-11-09T23:02:44.938Z","2025-11-09T23:02:44.938Z"
"cmhsbjutn09kumaftrypdo6nc","cmhsbjrq306s3mafti1sn3n6g","MV-0027","MV Samudera Sentosa","2025-11-02T23:02:44.895Z","2025-11-02T23:48:44.895Z","2025-11-02T23:52:51.301Z","2025-11-03T17:42:11.185Z","2025-11-03T18:36:29.027Z",7.39404881120481,7.085539128328424,46,,"2025-11-09T23:02:44.939Z","2025-11-09T23:02:44.939Z"
"cmhsbjuto09kwmaftgh1kg4gp","cmhsbjrq406s4maftrbc0uiu5","MV-0028","MV Kalimantan Sentosa","2025-10-08T23:02:44.895Z","2025-10-09T00:55:44.895Z","2025-10-09T01:15:31.935Z","2025-10-09T10:54:03.630Z","2025-10-09T11:29:24.102Z",7.18584364220292,8.754448789560632,113,,"2025-11-09T23:02:44.941Z","2025-11-09T23:02:44.941Z"
"cmhsbjutq09kymaftthmmg9f4","cmhsbjrq506s5maft8tcjo2ro","MV-0029","MV Barito Jaya","2025-11-07T23:02:44.895Z","2025-11-07T23:35:44.895Z","2025-11-08T00:24:46.005Z","2025-11-08T18:06:53.454Z","2025-11-08T19:22:49.889Z",8.373387649138655,7.412833744964415,33,,"2025-11-09T23:02:44.942Z","2025-11-09T23:02:44.942Z"
"cmhsbjutr09l0maftjlqrwekc","cmhsbjrq606s6mafteu5dpwjv","MV-0030","MV Mahakam Sejahtera","2025-11-07T23:02:44.895Z","2025-11-08T00:42:44.895Z","2025-11-08T01:31:00.799Z","2025-11-08T14:02:38.009Z","2025-11-08T14:37:08.338Z",8.170541312453976,7.096081888584161,100,,"2025-11-09T23:02:44.944Z","2025-11-09T23:02:44.944Z"
"cmhsbjuts09l2maft98slfc5g","cmhsbjrq706s7maft1tmgv69f","MV-0031","MV Kalimantan Sejahtera","2025-10-15T23:02:44.895Z","2025-10-16T01:10:44.895Z","2025-10-16T01:28:11.921Z","2025-10-16T17:03:59.075Z","2025-10-16T18:06:58.198Z",6.00092975263641,8.997094976745297,128,,"2025-11-09T23:02:44.945Z","2025-11-09T23:02:44.945Z"
"cmhsbjutu09l4mafteltxz3ch","cmhsbjrq906s8maftonhwemdv","MV-0032","MV Lontar Jaya","2025-11-02T23:02:44.895Z","2025-11-03T00:53:44.895Z","2025-11-03T01:13:26.394Z","2025-11-03T07:40:29.022Z","2025-11-03T08:59:04.202Z",6.516284006572924,8.841341742264346,111,,"2025-11-09T23:02:44.946Z","2025-11-09T23:02:44.946Z"
"cmhsbjutv09l6mafthl1jco68","cmhsbjrqa06s9maft3m0eeh55","MV-0033","MV Mahakam Indah","2025-10-14T23:02:44.895Z","2025-10-15T01:09:44.895Z","2025-10-15T02:09:01.971Z","2025-10-15T18:41:32.933Z","2025-10-15T19:57:21.687Z",6.451462303772256,8.389602501119487,127,,"2025-11-09T23:02:44.948Z","2025-11-09T23:02:44.948Z"
"cmhsbjutx09l8maft3mwisn5y","cmhsbjrqb06samaftrotupk5l","MV-0034","MV Borneo Indah","2025-09-27T23:02:44.895Z","2025-09-27T23:26:44.895Z","2025-09-28T00:20:54.936Z","2025-09-28T13:37:41.082Z","2025-09-28T15:00:34.143Z",7.290722039440656,7.227902072176944,24,,"2025-11-09T23:02:44.950Z","2025-11-09T23:02:44.950Z"
"cmhsbjutz09lamaftmdrgk0xb","cmhsbjrqd06sbmaftf5jgtaz9","MV-0035","MV Kapuas Jaya","2025-09-16T23:02:44.895Z","2025-09-17T01:09:44.895Z","2025-09-17T02:05:03.553Z","2025-09-17T17:18:04.486Z","2025-09-17T18:42:45.579Z",8.137618555830144,8.700852042584938,127,,"2025-11-09T23:02:44.952Z","2025-11-09T23:02:44.952Z"
"cmhsbjuu109lcmaftpaqpqgw6","cmhsbjrqe06scmaft58rgvet6","MV-0036","MV Barito Abadi","2025-09-29T23:02:44.895Z","2025-09-29T23:23:44.895Z","2025-09-30T00:02:37.893Z","2025-09-30T06:22:10.200Z","2025-09-30T07:46:03.188Z",7.749859869463656,7.484651162047921,21,,"2025-11-09T23:02:44.953Z","2025-11-09T23:02:44.953Z"
"cmhsbjuu209lemafto4l7a9y4","cmhsbjrqg06sdmaftkxsd86yz","MV-0037","MV Maritim Makmur","2025-10-25T23:02:44.895Z","2025-10-26T00:03:44.895Z","2025-10-26T00:26:03.113Z","2025-10-26T23:46:53.108Z","2025-10-27T01:06:25.374Z",8.949806738307656,8.886119091445748,61,,"2025-11-09T23:02:44.954Z","2025-11-09T23:02:44.954Z"
"cmhsbjuu309lgmaftds286jd4","cmhsbjrqh06semaftn7yhhnx4","MV-0038","MV Kalimantan Mulia","2025-10-28T23:02:44.895Z","2025-10-29T00:24:44.895Z","2025-10-29T00:25:40.463Z","2025-10-29T13:51:37.487Z","2025-10-29T14:49:33.783Z",8.929332930477656,8.418807800246071,82,,"2025-11-09T23:02:44.956Z","2025-11-09T23:02:44.956Z"
"cmhsbjuu509limaft3gex8nkg","cmhsbjrqi06sfmafta07kptsy","MV-0039","MV Samudra Jaya","2025-10-02T23:02:44.895Z","2025-10-02T23:04:44.895Z","2025-10-02T23:26:49.510Z","2025-10-03T19:43:43.026Z","2025-10-03T20:38:41.773Z",7.14564847952649,8.45342795676381,2,,"2025-11-09T23:02:44.957Z","2025-11-09T23:02:44.957Z"
"cmhsbjuu609lkmaftvi6eqj85","cmhsbjrqj06sgmaft4jjxmxwj","MV-0040","MV Nusantara Mulia","2025-10-01T23:02:44.895Z","2025-10-02T02:00:44.895Z","2025-10-02T02:05:43.984Z","2025-10-02T12:12:21.023Z","2025-10-02T13:21:01.794Z",7.963800821274033,7.611316990704335,178,,"2025-11-09T23:02:44.958Z","2025-11-09T23:02:44.958Z"
"cmhsbjuu709lmmaftwnw6syqd","cmhsbjrqk06shmaftseahdedn","MV-0041","MV Borneo Indah","2025-09-26T23:02:44.895Z","2025-09-27T00:32:44.895Z","2025-09-27T01:08:57.330Z","2025-09-27T20:24:49.433Z","2025-09-27T21:23:20.962Z",6.277780278324625,7.445337138145007,90,,"2025-11-09T23:02:44.960Z","2025-11-09T23:02:44.960Z"
"cmhsbjuu909lomaftg4gcin8s","cmhsbjrql06simaft0q4xrchr","MV-0042","MV Barito Makmur","2025-11-03T23:02:44.895Z","2025-11-03T23:23:44.895Z","2025-11-04T00:18:01.963Z","2025-11-04T15:06:00.914Z","2025-11-04T16:10:42.136Z",7.775596579395741,8.197104123660083,21,,"2025-11-09T23:02:44.961Z","2025-11-09T23:02:44.961Z"
"cmhsbjuua09lqmaftb7eh4196","cmhsbjrqn06sjmaftrcux8cxx","MV-0043","MV Maritim Mulia","2025-11-06T23:02:44.895Z","2025-11-07T01:35:44.895Z","2025-11-07T02:08:16.682Z","2025-11-08T01:33:06.803Z","2025-11-08T02:31:55.872Z",6.641775289995723,7.124117437590841,153,,"2025-11-09T23:02:44.963Z","2025-11-09T23:02:44.963Z"
"cmhsbjuuc09lsmaftkoxnwpu8","cmhsbjrqo06skmaftgkmegem0","MV-0044","MV Kapuas Prima","2025-10-15T23:02:44.895Z","2025-10-16T01:13:44.895Z","2025-10-16T01:56:26.368Z","2025-10-16T19:44:41.917Z","2025-10-16T20:45:53.491Z",8.668174200632784,7.803831339210317,131,,"2025-11-09T23:02:44.964Z","2025-11-09T23:02:44.964Z"
"cmhsbjuue09lumaftn14trsxx","cmhsbjrqp06slmaft99xf6u6r","MV-0045","MV Nusantara Prima","2025-11-02T23:02:44.895Z","2025-11-03T00:44:44.895Z","2025-11-03T01:35:21.616Z","2025-11-03T09:08:13.843Z","2025-11-03T10:36:03.471Z",6.03108542215597,7.209542973722108,102,,"2025-11-09T23:02:44.966Z","2025-11-09T23:02:44.966Z"
"cmhsbjuuf09lwmaftyquszjel","cmhsbjrqq06smmaft7ujrdbaj","MV-0046","MV Maritim Prima","2025-10-31T23:02:44.895Z","2025-11-01T01:44:44.895Z","2025-11-01T02:15:45.201Z","2025-11-01T23:54:29.809Z","2025-11-02T00:25:24.518Z",6.263476456263558,8.584080904123494,162,,"2025-11-09T23:02:44.968Z","2025-11-09T23:02:44.968Z"
"cmhsbjuuh09lymaftrkbrfrs1","cmhsbjrqr06snmaftof83sdng","MV-0047","MV Lontar Utama","2025-10-01T23:02:44.895Z","2025-10-02T00:29:44.895Z","2025-10-02T00:31:27.794Z","2025-10-02T12:52:47.739Z","2025-10-02T13:26:52.475Z",6.047675754156526,7.915401071651626,87,,"2025-11-09T23:02:44.969Z","2025-11-09T23:02:44.969Z"
"cmhsbjuui09m0maft5bcnt0wy","cmhsbjrqt06somaftjj0muwvh","MV-0048","MV Nusantara Kencana","2025-10-10T23:02:44.895Z","2025-10-10T23:05:44.895Z","2025-10-10T23:34:11.897Z","2025-10-11T08:30:26.846Z","2025-10-11T09:54:09.020Z",6.291741914099095,7.583036831945234,3,,"2025-11-09T23:02:44.971Z","2025-11-09T23:02:44.971Z"
"cmhsbjuuk09m2maftjsguq3xi","cmhsbjrqu06spmaftztigxy9q","MV-0049","MV Samudera Utama","2025-10-01T23:02:44.895Z","2025-10-01T23:37:44.895Z","2025-10-02T00:24:02.261Z","2025-10-02T11:15:47.142Z","2025-10-02T12:12:11.315Z",6.380916089260022,8.712725053645155,35,,"2025-11-09T23:02:44.972Z","2025-11-09T23:02:44.972Z"
"cmhsbjuul09m4maft4n9of3wt","cmhsbjrqv06sqmaftgjhpdcol","MV-0050","MV Lontar Indah","2025-10-05T23:02:44.895Z","2025-10-06T01:57:44.895Z","2025-10-06T02:30:41.524Z","2025-10-07T00:25:19.703Z","2025-10-07T01:22:56.962Z",8.955498941331975,8.24338628985309,175,,"2025-11-09T23:02:44.973Z","2025-11-09T23:02:44.973Z"
"cmhsbjuun09m6maftnoijvln0","cmhsbjrqw06srmaftlwvz7s4o","MV-0051","MV Nusantara Sentosa","2025-09-25T23:02:44.895Z","2025-09-26T00:13:44.895Z","2025-09-26T01:06:02.814Z","2025-09-26T20:23:56.061Z","2025-09-26T21:04:39.324Z",6.043820122006384,7.922549091355943,71,,"2025-11-09T23:02:44.975Z","2025-11-09T23:02:44.975Z"
"cmhsbjuuo09m8maftsaljzgcf","cmhsbjrqy06ssmaft1k8kc7fl","MV-0052","MV Samudera Sejahtera","2025-09-17T23:02:44.895Z","2025-09-18T00:24:44.895Z","2025-09-18T01:07:59.768Z","2025-09-18T11:16:12.619Z","2025-09-18T12:45:09.825Z",7.140386271808357,7.318229603010147,82,,"2025-11-09T23:02:44.976Z","2025-11-09T23:02:44.976Z"
"cmhsbjuup09mamaft0oe8gr2s","cmhsbjrqz06stmaft63dqgo7m","MV-0053","MV Lontar Kencana","2025-10-10T23:02:44.895Z","2025-10-10T23:11:44.895Z","2025-10-11T00:10:24.869Z","2025-10-11T08:12:32.868Z","2025-10-11T08:44:57.058Z",7.766701126661731,8.491807731279625,9,,"2025-11-09T23:02:44.978Z","2025-11-09T23:02:44.978Z"
"cmhsbjuur09mcmaft6sxaif9n","cmhsbjrr006sumafta3yru6c4","MV-0054","MV Barito Kencana","2025-10-01T23:02:44.895Z","2025-10-02T01:02:44.895Z","2025-10-02T01:03:58.959Z","2025-10-02T18:25:50.956Z","2025-10-02T19:06:09.948Z",6.0594463967567,7.607397411636825,120,,"2025-11-09T23:02:44.979Z","2025-11-09T23:02:44.979Z"
"cmhsbjuus09memaftup0z44oa","cmhsbjrr106svmaft1c8vlzdo","MV-0055","MV Barito Sentosa","2025-11-07T23:02:44.895Z","2025-11-08T00:58:44.895Z","2025-11-08T01:42:36.641Z","2025-11-08T16:04:06.650Z","2025-11-08T17:27:08.236Z",6.392438818329327,7.510618807836693,116,,"2025-11-09T23:02:44.980Z","2025-11-09T23:02:44.980Z"
"cmhsbjuuu09mgmaft537mq689","cmhsbjrr206swmaftbphtsl3w","MV-0056","MV Lontar Sejahtera","2025-10-23T23:02:44.895Z","2025-10-24T01:04:44.895Z","2025-10-24T01:29:16.818Z","2025-10-24T11:42:26.696Z","2025-10-24T12:56:36.444Z",6.445711951897981,7.548684802250288,122,,"2025-11-09T23:02:44.982Z","2025-11-09T23:02:44.982Z"
"cmhsbjuuw09mimaft8xqtvi8i","cmhsbjrr306sxmaft1h8wrllp","MV-0057","MV Lontar Prima","2025-10-01T23:02:44.895Z","2025-10-02T01:12:44.895Z","2025-10-02T01:15:46.319Z","2025-10-02T07:31:27.945Z","2025-10-02T09:00:37.308Z",8.854489092367919,7.092849019976827,130,,"2025-11-09T23:02:44.984Z","2025-11-09T23:02:44.984Z"
"cmhsbjuux09mkmaftum72ly6f","cmhsbjrr406symaftbjte7r7o","MV-0058","MV Nusantara Sejahtera","2025-09-24T23:02:44.895Z","2025-09-25T00:28:44.895Z","2025-09-25T01:02:26.707Z","2025-09-25T12:30:47.306Z","2025-09-25T13:04:04.555Z",8.344380601039814,7.858352582745445,86,,"2025-11-09T23:02:44.986Z","2025-11-09T23:02:44.986Z"
"cmhsbjuuz09mmmaftdgs9bi1l","cmhsbjrr506szmaftxqbe1dvv","MV-0059","MV Barito Sejahtera","2025-09-17T23:02:44.895Z","2025-09-17T23:08:44.895Z","2025-09-17T23:18:47.176Z","2025-09-18T18:04:22.236Z","2025-09-18T18:48:01.512Z",6.584097551073946,8.523536153685333,6,,"2025-11-09T23:02:44.987Z","2025-11-09T23:02:44.987Z"
"cmhsbjuv009momaftuopy7q7q","cmhsbjrr606t0maftg5uxiq5x","MV-0060","MV Lontar Utama","2025-09-28T23:02:44.895Z","2025-09-28T23:23:44.895Z","2025-09-28T23:35:11.494Z","2025-09-29T16:19:20.395Z","2025-09-29T16:53:14.775Z",7.94472653447961,8.32786205102023,21,,"2025-11-09T23:02:44.989Z","2025-11-09T23:02:44.989Z"
"cmhsbjuv209mqmaft3a8pplpp","cmhsbjrr706t1maftle46kzrd","MV-0061","MV Barito Utama","2025-11-04T23:02:44.895Z","2025-11-05T00:58:44.895Z","2025-11-05T01:32:43.579Z","2025-11-05T19:42:42.176Z","2025-11-05T20:31:16.201Z",8.066371477561127,8.973147872823711,116,,"2025-11-09T23:02:44.990Z","2025-11-09T23:02:44.990Z"
"cmhsbjuv309msmaftmlakys3h","cmhsbjrr906t2maftxwtyychm","MV-0062","MV Samudera Sejahtera","2025-09-20T23:02:44.895Z","2025-09-20T23:16:44.895Z","2025-09-20T23:54:13.960Z","2025-09-21T22:02:13.086Z","2025-09-21T22:45:25.108Z",7.794081060183329,7.84028501321245,14,,"2025-11-09T23:02:44.992Z","2025-11-09T23:02:44.992Z"
"cmhsbjuv509mumaftgvxlwv20","cmhsbjrrb06t3maftt19jgok9","MV-0063","MV Maritim Makmur","2025-09-19T23:02:44.895Z","2025-09-20T01:32:44.895Z","2025-09-20T01:42:46.650Z","2025-09-20T20:35:52.198Z","2025-09-20T21:48:10.466Z",7.922599278478213,8.662421171299435,150,,"2025-11-09T23:02:44.993Z","2025-11-09T23:02:44.993Z"
"cmhsbjuv609mwmaftyb9b1l1t","cmhsbjrrc06t4maftha1sbsg1","MV-0064","MV Kalimantan Mulia","2025-10-14T23:02:44.895Z","2025-10-14T23:49:44.895Z","2025-10-15T00:16:58.438Z","2025-10-15T23:59:06.053Z","2025-10-16T01:10:10.519Z",8.486079475795968,8.264986718590654,47,,"2025-11-09T23:02:44.994Z","2025-11-09T23:02:44.994Z"
"cmhsbjuv709mymaftjsui2rg7","cmhsbjrrd06t5maftl14pmwmd","MV-0065","MV Samudra Abadi","2025-11-04T23:02:44.895Z","2025-11-05T00:22:44.895Z","2025-11-05T00:54:22.476Z","2025-11-05T18:29:32.311Z","2025-11-05T19:16:35.935Z",7.827861190428091,7.796149424135118,80,,"2025-11-09T23:02:44.996Z","2025-11-09T23:02:44.996Z"
"cmhsbjuv909n0maftd8xeg388","cmhsbjrre06t6maftca88uuyc","MV-0066","MV Mahakam Sejahtera","2025-10-13T23:02:44.895Z","2025-10-14T01:49:44.895Z","2025-10-14T01:54:32.482Z","2025-10-14T22:45:09.923Z","2025-10-14T23:56:58.620Z",7.916859992103417,7.799062125096084,167,,"2025-11-09T23:02:44.997Z","2025-11-09T23:02:44.997Z"
"cmhsbjuvb09n2maftdoszn4fo","cmhsbjrrf06t7maftlg72xbbb","MV-0067","MV Samudera Mulia","2025-11-02T23:02:44.895Z","2025-11-03T01:17:44.895Z","2025-11-03T01:42:39.190Z","2025-11-03T08:13:57.766Z","2025-11-03T09:24:41.590Z",7.289410708777873,8.6014804981637,135,,"2025-11-09T23:02:44.999Z","2025-11-09T23:02:44.999Z"
"cmhsbjuvd09n4maftrqbbsrk3","cmhsbjrrh06t8maft2a6ujln5","MV-0068","MV Borneo Makmur","2025-10-16T23:02:44.895Z","2025-10-17T00:35:44.895Z","2025-10-17T01:14:52.794Z","2025-10-17T16:24:16.620Z","2025-10-17T17:14:49.566Z",8.177164179147713,7.788055072289218,93,,"2025-11-09T23:02:45.001Z","2025-11-09T23:02:45.001Z"
