"id","code","name","vesselType","gt","dwt","loa","capacity","owner","isOwned","status","currentLocation","isActive","remarks","createdAt","updatedAt"
"cmhsbjr3106azmaftebfl0mcr","MV-0011","MV Kapuas Jaya","MOTHER_VESSEL",11397.96252514421,15451.85019547824,122.6674325923215,10648.33898309204,"PT Tambang Nusantara",true,"MAINTENANCE","Surabaya",true,,"2025-11-09T23:02:40.093Z","2025-11-09T23:02:40.093Z"
"cmhsbjr3206b0maft0f1p2coc","MV-0012","MV Kalimantan Makmur","MOTHER_VESSEL",7848.882034566178,14042.3039609156,106.4454100771899,10649.85758875544,"PT Shipping Indonesia",false,"MAINTENANCE","Samarinda",true,,"2025-11-09T23:02:40.094Z","2025-11-09T23:02:40.094Z"
"cmhsbjr3306b1maftosae2qs6","MV-0013","MV Barito Sentosa","MOTHER_VESSEL",11055.47446083934,14043.51760925162,174.7603423559408,8883.981210786194,"PT Ocean Line",true,"MAINTENANCE","Samarinda",true,,"2025-11-09T23:02:40.096Z","2025-11-09T23:02:40.096Z"
"cmhsbjr3406b2maft81hx0986","MV-0014","MV Borneo Prima","MOTHER_VESSEL",7394.360021173236,12345.12884040802,137.1701622594915,7719.728213046577,"PT Ocean Line",false,"CHARTERED","Surabaya",true,,"2025-11-09T23:02:40.097Z","2025-11-09T23:02:40.097Z"
"cmhsbjr3606b3maftkuv1i66k","MV-0015","MV Nusantara Makmur","MOTHER_VESSEL",14136.05159049927,18514.40678505385,150.7521149877263,9153.206246299867,"PT Shipping Indonesia",false,"CHARTERED","Kariangau",true,,"2025-11-09T23:02:40.098Z","2025-11-09T23:02:40.098Z"
"cmhsbjr3806b4maftcfrq0vmy","MV-0016","MV Mahakam Sejahtera","MOTHER_VESSEL",14883.05737763918,8835.892640495458,106.5623403217204,9835.63145445089,"PT Shipping Indonesia",true,"DISCHARGING","Surabaya",true,,"2025-11-09T23:02:40.100Z","2025-11-09T23:02:40.100Z"
"cmhsbjr3906b5maft2a799rhc","MV-0017","MV Borneo Prima","MOTHER_VESSEL",11943.88489293401,17686.61519809255,106.6075039548482,8549.082393921159,"PT Ocean Line",true,"CHARTERED","Balikpapan",true,,"2025-11-09T23:02:40.102Z","2025-11-09T23:02:40.102Z"
"cmhsbjr3b06b6maftiijr7mw6","MV-0018","MV Mahakam Mulia","MOTHER_VESSEL",7323.518631347343,16482.88253490419,171.8055372863293,17377.99554962271,"PT Ocean Line",true,"LOADING","Jakarta",true,,"2025-11-09T23:02:40.103Z","2025-11-09T23:02:40.103Z"
"cmhsbjr3c06b7maftrvq8n8so","MV-0019","MV Mahakam Abadi","MOTHER_VESSEL",7264.325333165023,16795.21881056931,163.8446749607505,17609.79950664692,"PT Tambang Nusantara",true,"AVAILABLE","Surabaya",true,,"2025-11-09T23:02:40.104Z","2025-11-09T23:02:40.104Z"
"cmhsbjr3d06b8maftz7g0uthg","MV-0020","MV Maritim Sentosa","MOTHER_VESSEL",8640.229239312765,20499.24687004296,178.9896150175805,12700.85874430956,"PT Marine Services",true,"CHARTERED","Surabaya",true,,"2025-11-09T23:02:40.106Z","2025-11-09T23:02:40.106Z"
"cmhsbjr3f06b9maftdrk3qq6i","MV-0021","MV Mahakam Indah","MOTHER_VESSEL",11287.62623884576,18894.3809854846,133.4068532285487,15852.11455711284,"PT Ocean Line",true,"CHARTERED","Balikpapan",true,,"2025-11-09T23:02:40.107Z","2025-11-09T23:02:40.107Z"
"cmhsbjr3g06bamaftry2dn4ge","MV-0022","MV Samudra Sejahtera","MOTHER_VESSEL",11268.22515485747,12356.76038721188,166.0246393612202,10669.55814701322,"PT Shipping Indonesia",false,"AVAILABLE","Sangatta",true,,"2025-11-09T23:02:40.108Z","2025-11-09T23:02:40.108Z"
"cmhsbjr3h06bbmafth3bzpeow","MV-0023","MV Kapuas Indah","MOTHER_VESSEL",6170.353920689844,22029.29619953954,155.0455785818905,13842.57299323457,"PT Marine Services",true,"DISCHARGING","Surabaya",true,,"2025-11-09T23:02:40.110Z","2025-11-09T23:02:40.110Z"
"cmhsbjr3i06bcmaftvi2vacoy","MV-0024","MV Kapuas Sejahtera","MOTHER_VESSEL",5630.388036140957,10125.7750886731,119.7096828916793,11375.03931576374,"PT Tambang Nusantara",true,"CHARTERED","Samarinda",true,,"2025-11-09T23:02:40.111Z","2025-11-09T23:02:40.111Z"
"cmhsbjr3k06bdmafti1mywl3j","MV-0025","MV Lontar Prima","MOTHER_VESSEL",8361.74060339876,9788.223230975294,162.6854467433544,13684.49337615044,"PT Tambang Nusantara",true,"SAILING","Balikpapan",true,,"2025-11-09T23:02:40.112Z","2025-11-09T23:02:40.112Z"
"cmhsbjr3l06bemaftnrq2qpr4","MV-0026","MV Nusantara Jaya","MOTHER_VESSEL",8307.540451329929,19759.22435210249,136.7055979897749,20811.21517008996,"PT Ocean Line",true,"LOADING","Samarinda",true,,"2025-11-09T23:02:40.113Z","2025-11-09T23:02:40.113Z"
"cmhsbjr3m06bfmaftv3t9ch4s","MV-0027","MV Samudera Sentosa","MOTHER_VESSEL",14760.42464269629,14204.86995411128,169.0587167727382,21449.36084222645,"PT Shipping Indonesia",false,"CHARTERED","Samarinda",true,,"2025-11-09T23:02:40.115Z","2025-11-09T23:02:40.115Z"
"cmhsbjr3o06bgmaftwjzdyu1v","MV-0028","MV Kalimantan Sentosa","MOTHER_VESSEL",12877.041595211,12280.86529358816,106.7336424122797,9862.016123412883,"PT Marine Services",true,"AVAILABLE","Tanjung Bara",true,,"2025-11-09T23:02:40.117Z","2025-11-09T23:02:40.117Z"
"cmhsbjr3q06bhmaft8a42jgwp","MV-0029","MV Barito Jaya","MOTHER_VESSEL",13148.84905785045,17430.03267517107,110.6081039316164,9043.855142937233,"PT Shipping Indonesia",true,"DISCHARGING","Kariangau",true,,"2025-11-09T23:02:40.118Z","2025-11-09T23:02:40.118Z"
"cmhsbjr3r06bimaftz9pvlhgm","MV-0030","MV Mahakam Sejahtera","MOTHER_VESSEL",7722.679571634745,18415.16415939197,133.6072027672609,16896.28275866569,"PT Shipping Indonesia",false,"MAINTENANCE","Kariangau",true,,"2025-11-09T23:02:40.120Z","2025-11-09T23:02:40.120Z"
"cmhsbjr3t06bjmaftuk1gwsnw","MV-0031","MV Kalimantan Sejahtera","MOTHER_VESSEL",11213.49494052624,22555.84184353395,151.7320800923944,20522.64594631077,"PT Shipping Indonesia",true,"CHARTERED","Tanjung Bara",true,,"2025-11-09T23:02:40.121Z","2025-11-09T23:02:40.121Z"
"cmhsbjr3u06bkmaftbrrr27z2","MV-0032","MV Lontar Jaya","MOTHER_VESSEL",9933.64450705519,15921.68315343871,145.7046071903046,14754.40317446417,"PT Ocean Line",true,"MAINTENANCE","Surabaya",true,,"2025-11-09T23:02:40.122Z","2025-11-09T23:02:40.122Z"
"cmhsbjr3v06blmaft6q7vh949","MV-0033","MV Mahakam Indah","MOTHER_VESSEL",12853.66073943731,14980.27492866817,121.1470793757291,12660.68827221162,"PT Chartersindo",false,"AVAILABLE","Surabaya",true,,"2025-11-09T23:02:40.124Z","2025-11-09T23:02:40.124Z"
"cmhsbjr3w06bmmafteeqll9tp","MV-0034","MV Borneo Indah","MOTHER_VESSEL",8312.835506172785,20107.67367350862,152.5869483562855,17270.06528551291,"PT Tambang Nusantara",true,"LOADING","Kariangau",true,,"2025-11-09T23:02:40.125Z","2025-11-09T23:02:40.125Z"
"cmhsbjr3y06bnmaft9kfti5bd","MV-0035","MV Kapuas Jaya","MOTHER_VESSEL",8852.42627571547,18768.45756323867,176.9096101557681,15431.36275787333,"PT Tambang Nusantara",false,"LOADING","Sangatta",true,,"2025-11-09T23:02:40.126Z","2025-11-09T23:02:40.126Z"
"cmhsbjr3z06bomaftzj471995","MV-0036","MV Barito Abadi","MOTHER_VESSEL",8886.50191892455,10531.51842071076,123.7958051426412,19505.62017656296,"PT Marine Services",true,"AVAILABLE","Samarinda",true,,"2025-11-09T23:02:40.127Z","2025-11-09T23:02:40.127Z"
"cmhsbjr4006bpmaftk9tvuooa","MV-0037","MV Maritim Makmur","MOTHER_VESSEL",9867.633988977977,17145.25192664578,140.7402075394391,18402.06670030871,"PT Tambang Nusantara",true,"SAILING","Samarinda",true,,"2025-11-09T23:02:40.129Z","2025-11-09T23:02:40.129Z"
"cmhsbjr4106bqmaft85al4h0y","MV-0038","MV Kalimantan Mulia","MOTHER_VESSEL",12183.80058893888,15068.50064910208,163.4908582431405,8947.574448101395,"PT Marine Services",true,"AVAILABLE","Muara Pantai",true,,"2025-11-09T23:02:40.130Z","2025-11-09T23:02:40.130Z"
"cmhsbjr4306brmaft3tumf8ug","MV-0039","MV Samudra Jaya","MOTHER_VESSEL",14029.31518120364,15438.40189844341,145.0421337024558,12486.27740315455,"PT Tambang Nusantara",false,"LOADING","Jakarta",true,,"2025-11-09T23:02:40.131Z","2025-11-09T23:02:40.131Z"
"cmhsbjr4506bsmaftl51zwahl","MV-0040","MV Nusantara Mulia","MOTHER_VESSEL",13131.15363019382,20227.97461485191,174.3352692306426,18339.33542003313,"PT Shipping Indonesia",false,"LOADING","Muara Pantai",true,,"2025-11-09T23:02:40.133Z","2025-11-09T23:02:40.133Z"
"cmhsbjr4606btmaft4g5pv0up","MV-0041","MV Borneo Indah","MOTHER_VESSEL",9718.015838799494,13262.32628562989,155.6956727502239,16331.39346109651,"PT Ocean Line",false,"DISCHARGING","Samarinda",true,,"2025-11-09T23:02:40.135Z","2025-11-09T23:02:40.135Z"
"cmhsbjr4806bumafthsqm7m1c","MV-0042","MV Barito Makmur","MOTHER_VESSEL",5704.675055713491,13145.89926607394,105.6497511192778,17675.84088975784,"PT Chartersindo",false,"DISCHARGING","Tanjung Bara",true,,"2025-11-09T23:02:40.136Z","2025-11-09T23:02:40.136Z"
"cmhsbjr4906bvmaftqrn4b2et","MV-0043","MV Maritim Mulia","MOTHER_VESSEL",6618.055153722526,16558.47385366663,124.8614020998801,14619.17121419808,"PT Ocean Line",true,"CHARTERED","Balikpapan",true,,"2025-11-09T23:02:40.137Z","2025-11-09T23:02:40.137Z"
"cmhsbjr4b06bwmaftn81oi9fl","MV-0044","MV Kapuas Prima","MOTHER_VESSEL",10264.04803403218,20480.44903582886,103.0102191720377,14089.27985495293,"PT Tambang Nusantara",true,"AVAILABLE","Samarinda",true,,"2025-11-09T23:02:40.139Z","2025-11-09T23:02:40.139Z"
"cmhsbjr4c06bxmaft7q7edqsd","MV-0045","MV Nusantara Prima","MOTHER_VESSEL",14141.14337843344,20157.80749494644,114.2548850505638,15120.72683804835,"PT Marine Services",true,"LOADING","Sangatta",true,,"2025-11-09T23:02:40.140Z","2025-11-09T23:02:40.140Z"
"cmhsbjr4d06bymaftkcwiqsqg","MV-0046","MV Maritim Prima","MOTHER_VESSEL",10976.50194050546,17695.13782922771,111.2218295925212,19048.79098047669,"PT Shipping Indonesia",false,"AVAILABLE","Jakarta",true,,"2025-11-09T23:02:40.142Z","2025-11-09T23:02:40.142Z"
"cmhsbjr4e06bzmaft7wnemdlm","MV-0047","MV Lontar Utama","MOTHER_VESSEL",11546.4688112343,16281.24012021918,138.9167150219495,19694.83476032849,"PT Chartersindo",false,"AVAILABLE","Kariangau",true,,"2025-11-09T23:02:40.143Z","2025-11-09T23:02:40.143Z"
"cmhsbjr4g06c0maftmikosayo","MV-0048","MV Nusantara Kencana","MOTHER_VESSEL",10090.95840018584,17269.03654737477,146.5923837382287,8809.63471853233,"PT Shipping Indonesia",true,"LOADING","Kariangau",true,,"2025-11-09T23:02:40.144Z","2025-11-09T23:02:40.144Z"
"cmhsbjr4h06c1maft3wpijl16","MV-0049","MV Samudera Utama","MOTHER_VESSEL",7011.446693380643,9410.641816729152,173.8672044519726,16109.24929442368,"PT Marine Services",false,"CHARTERED","Balikpapan",false,,"2025-11-09T23:02:40.145Z","2025-11-09T23:02:40.145Z"
"cmhsbjr4i06c2maftrcf3q3yc","MV-0050","MV Lontar Indah","MOTHER_VESSEL",11979.73571897036,12522.54421812083,146.3686792506533,15081.30141799625,"PT Shipping Indonesia",true,"SAILING","Surabaya",true,,"2025-11-09T23:02:40.147Z","2025-11-09T23:02:40.147Z"
"cmhsbjr4k06c3maftik5t9h8z","MV-0051","MV Nusantara Sentosa","MOTHER_VESSEL",8968.607233840876,12578.76512160636,149.2698098698754,18529.60435918826,"PT Marine Services",false,"AVAILABLE","Muara Pantai",true,,"2025-11-09T23:02:40.148Z","2025-11-09T23:02:40.148Z"
"cmhsbjr4m06c4maftkmnlf5n6","MV-0052","MV Samudera Sejahtera","MOTHER_VESSEL",5779.13197100169,21950.6228294968,110.1140009507347,10058.46568060355,"PT Ocean Line",false,"DISCHARGING","Balikpapan",true,,"2025-11-09T23:02:40.150Z","2025-11-09T23:02:40.150Z"
"cmhsbjr4n06c5maftitb00029","MV-0053","MV Lontar Kencana","MOTHER_VESSEL",5341.266325070422,14262.05964327392,149.9384783834774,11903.94827889076,"PT Chartersindo",true,"SAILING","Sangatta",true,,"2025-11-09T23:02:40.152Z","2025-11-09T23:02:40.152Z"
"cmhsbjr4o06c6maftww9oppxv","MV-0054","MV Barito Kencana","MOTHER_VESSEL",11319.9427997572,15522.22439254278,167.9996964408474,20996.21853010165,"PT Tambang Nusantara",true,"AVAILABLE","Muara Pantai",true,,"2025-11-09T23:02:40.153Z","2025-11-09T23:02:40.153Z"
"cmhsbjr4q06c7maft78l9xgg8","MV-0055","MV Barito Sentosa","MOTHER_VESSEL",7774.946320377334,12027.77806430312,135.7109112272359,14036.25376520065,"PT Ocean Line",true,"SAILING","Samarinda",true,,"2025-11-09T23:02:40.154Z","2025-11-09T23:02:40.154Z"
"cmhsbjr4r06c8maftpibl8ee0","MV-0056","MV Lontar Sejahtera","MOTHER_VESSEL",12000.05865205326,22522.8391399112,168.9399585295783,16220.98883048875,"PT Marine Services",false,"DISCHARGING","Jakarta",true,,"2025-11-09T23:02:40.155Z","2025-11-09T23:02:40.155Z"
"cmhsbjr4s06c9maftr3qdwyd2","MV-0057","MV Lontar Prima","MOTHER_VESSEL",10705.00255443394,9762.617865099246,110.8965652724884,12406.60448763297,"PT Marine Services",true,"LOADING","Samarinda",true,,"2025-11-09T23:02:40.157Z","2025-11-09T23:02:40.157Z"
"cmhsbjr4t06camaft7tn99x5q","MV-0058","MV Nusantara Sejahtera","MOTHER_VESSEL",12030.62641782683,15305.81690963737,119.2171759220414,19034.78851851599,"PT Marine Services",false,"AVAILABLE","Balikpapan",true,,"2025-11-09T23:02:40.158Z","2025-11-09T23:02:40.158Z"
"cmhsbjr4v06cbmafti5ryeqfr","MV-0059","MV Barito Sejahtera","MOTHER_VESSEL",8935.054951651533,15036.02308870081,101.6612062592766,21568.39416572006,"PT Ocean Line",false,"CHARTERED","Tanjung Bara",true,,"2025-11-09T23:02:40.159Z","2025-11-09T23:02:40.159Z"
"cmhsbjr4w06ccmaft9b8x8pe1","MV-0060","MV Lontar Utama","MOTHER_VESSEL",14982.4893379823,12588.58449673519,176.8121935447911,10472.51207162073,"PT Marine Services",true,"MAINTENANCE","Kariangau",true,,"2025-11-09T23:02:40.160Z","2025-11-09T23:02:40.160Z"
"cmhsbjr4x06cdmaftg58qu10z","MV-0061","MV Barito Utama","MOTHER_VESSEL",7145.925881388444,20846.21836000984,152.0314912245081,18755.75859688945,"PT Chartersindo",true,"DISCHARGING","Surabaya",true,,"2025-11-09T23:02:40.162Z","2025-11-09T23:02:40.162Z"
"cmhsbjr4z06cemaftyjrov39l","MV-0062","MV Samudera Sejahtera","MOTHER_VESSEL",12174.33756602638,14966.82972969693,154.7851317376878,19288.46197991527,"PT Shipping Indonesia",false,"LOADING","Kariangau",true,,"2025-11-09T23:02:40.163Z","2025-11-09T23:02:40.163Z"
"cmhsbjr5006cfmaftlna6oe3k","MV-0063","MV Maritim Makmur","MOTHER_VESSEL",10091.40633689592,21240.75440200172,126.7371102471298,10493.41016197587,"PT Shipping Indonesia",true,"AVAILABLE","Jakarta",true,,"2025-11-09T23:02:40.164Z","2025-11-09T23:02:40.164Z"
"cmhsbjr5206cgmaft4vgvhrkh","MV-0064","MV Kalimantan Mulia","MOTHER_VESSEL",5807.515588287207,22299.8326761574,138.0404338651028,17576.21697810094,"PT Chartersindo",true,"AVAILABLE","Jakarta",true,,"2025-11-09T23:02:40.166Z","2025-11-09T23:02:40.166Z"
"cmhsbjr5306chmaftthsrc6lj","MV-0065","MV Samudra Abadi","MOTHER_VESSEL",12371.54732184055,21774.67299763258,125.4079249103036,13276.18101381014,"PT Marine Services",false,"SAILING","Kariangau",true,,"2025-11-09T23:02:40.168Z","2025-11-09T23:02:40.168Z"
"cmhsbjr5506cimaft3i8aj1zh","MV-0066","MV Mahakam Sejahtera","MOTHER_VESSEL",11667.17926234372,12098.53943969947,149.3034405485168,15658.75952837419,"PT Shipping Indonesia",true,"MAINTENANCE","Kariangau",true,,"2025-11-09T23:02:40.169Z","2025-11-09T23:02:40.169Z"
"cmhsbjr5606cjmaft95x4th79","MV-0067","MV Samudera Mulia","MOTHER_VESSEL",10072.14939355948,13539.78578626445,128.208222578854,8154.982611597236,"PT Tambang Nusantara",false,"CHARTERED","Tanjung Bara",true,,"2025-11-09T23:02:40.170Z","2025-11-09T23:02:40.170Z"
"cmhsbjr5706ckmaftr2hdcouf","MV-0068","MV Borneo Makmur","MOTHER_VESSEL",9203.449565347913,10475.45432099239,111.1763609351118,7219.309997708049,"PT Marine Services",false,"LOADING","Muara Pantai",false,,"2025-11-09T23:02:40.172Z","2025-11-09T23:02:40.172Z"
"cmhsbjr5806clmaft19ehso4e","MV-0069","MV Samudera Mulia","MOTHER_VESSEL",14453.09396131532,15608.5197837792,178.4826711938988,7895.293581211892,"PT Chartersindo",true,"SAILING","Balikpapan",true,,"2025-11-09T23:02:40.173Z","2025-11-09T23:02:40.173Z"
"cmhsbjr5a06cmmaft97xnpwgm","MV-0070","MV Lontar Prima","MOTHER_VESSEL",7995.540557624312,21463.43896899097,162.5765455269509,10561.70010654584,"PT Marine Services",false,"MAINTENANCE","Sangatta",true,,"2025-11-09T23:02:40.174Z","2025-11-09T23:02:40.174Z"
"cmhsbjr5b06cnmafti620nmzx","MV-0071","MV Kapuas Prima","MOTHER_VESSEL",5166.728351017604,16391.1620733474,166.5386712407229,18033.79053707171,"PT Shipping Indonesia",true,"DISCHARGING","Samarinda",true,,"2025-11-09T23:02:40.175Z","2025-11-09T23:02:40.175Z"
"cmhsbjr5c06comafth6mypnq3","MV-0072","MV Nusantara Kencana","MOTHER_VESSEL",9438.530111860699,17619.50710861471,149.4890718093695,17044.96318137749,"PT Tambang Nusantara",true,"LOADING","Jakarta",true,,"2025-11-09T23:02:40.177Z","2025-11-09T23:02:40.177Z"
"cmhsbjr5d06cpmaftpozmzu9e","MV-0073","MV Samudra Utama","MOTHER_VESSEL",11863.17070205727,16511.11690725653,125.3414291103349,11548.99708243874,"PT Marine Services",true,"DISCHARGING","Sangatta",true,,"2025-11-09T23:02:40.178Z","2025-11-09T23:02:40.178Z"
"cmhsbjr5f06cqmaftp5z38afy","MV-0074","MV Kalimantan Sejahtera","MOTHER_VESSEL",12059.74156522638,13615.24814751107,147.3615216046386,17200.26457243622,"PT Shipping Indonesia",true,"AVAILABLE","Tanjung Bara",true,,"2025-11-09T23:02:40.179Z","2025-11-09T23:02:40.179Z"
"cmhsbjr5g06crmaft3rv882xl","MV-0075","MV Samudra Kencana","MOTHER_VESSEL",5866.270075309132,21036.06480909297,102.0441132359987,14000.03567750397,"PT Chartersindo",false,"DISCHARGING","Balikpapan",true,,"2025-11-09T23:02:40.181Z","2025-11-09T23:02:40.181Z"
"cmhsbjr5i06csmaftjh55dqab","MV-0076","MV Maritim Indah","MOTHER_VESSEL",8256.31967848441,22218.15910150806,137.1573242201154,8825.877321419544,"PT Chartersindo",false,"SAILING","Balikpapan",true,,"2025-11-09T23:02:40.182Z","2025-11-09T23:02:40.182Z"
"cmhsbjr5k06ctmaft0lupcxq1","MV-0077","MV Samudera Utama","MOTHER_VESSEL",9903.42506416692,18788.77881887629,145.8982690971314,12868.35558650098,"PT Ocean Line",true,"SAILING","Kariangau",true,,"2025-11-09T23:02:40.184Z","2025-11-09T23:02:40.184Z"
"cmhsbjr5l06cumaft2d4monbo","MV-0078","MV Kalimantan Sentosa","MOTHER_VESSEL",9014.494686648446,14195.4172298369,167.407930821319,17919.89699052402,"PT Ocean Line",false,"SAILING","Samarinda",true,,"2025-11-09T23:02:40.186Z","2025-11-09T23:02:40.186Z"
"cmhsbjr5n06cvmaftmaqmkhro","MV-0079","MV Samudera Mulia","MOTHER_VESSEL",5106.375186256493,21871.57465727237,109.4255822963798,13709.10507495864,"PT Tambang Nusantara",false,"AVAILABLE","Samarinda",true,,"2025-11-09T23:02:40.187Z","2025-11-09T23:02:40.187Z"
"cmhsbjr5o06cwmaftpi5bdcmj","MV-0080","MV Barito Makmur","MOTHER_VESSEL",8190.096149447783,10252.09159694661,101.0413588232589,18919.90278276062,"PT Tambang Nusantara",true,"AVAILABLE","Tanjung Bara",true,,"2025-11-09T23:02:40.188Z","2025-11-09T23:02:40.188Z"
"cmhsbjr5p06cxmaftawnnag2q","MV-0081","MV Barito Abadi","MOTHER_VESSEL",9463.53687533478,16365.72767849428,165.1186482938806,17873.86471593592,"PT Ocean Line",true,"CHARTERED","Sangatta",true,,"2025-11-09T23:02:40.189Z","2025-11-09T23:02:40.189Z"
"cmhsbjr5q06cymaftxzr13irn","MV-0082","MV Maritim Kencana","MOTHER_VESSEL",5825.048512446154,22796.53684233641,117.4904906144768,18967.91117486373,"PT Shipping Indonesia",true,"AVAILABLE","Tanjung Bara",true,,"2025-11-09T23:02:40.191Z","2025-11-09T23:02:40.191Z"
"cmhsbjr5r06czmaftqonnkw8v","MV-0083","MV Samudra Sentosa","MOTHER_VESSEL",6605.094395996754,22420.45770818255,127.5820973259373,18534.30238257258,"PT Chartersindo",true,"LOADING","Surabaya",true,,"2025-11-09T23:02:40.192Z","2025-11-09T23:02:40.192Z"
"cmhsbjr5t06d0mafty9ssko7i","MV-0084","MV Lontar Abadi","MOTHER_VESSEL",8026.776268743012,17949.35892990849,160.2422060245898,16594.20405360571,"PT Marine Services",false,"CHARTERED","Muara Pantai",true,,"2025-11-09T23:02:40.193Z","2025-11-09T23:02:40.193Z"
"cmhsbjr5u06d1maft51pcl98w","MV-0085","MV Barito Kencana","MOTHER_VESSEL",11130.03948662566,14646.57943245897,171.6525081095825,16875.65798227781,"PT Marine Services",false,"DISCHARGING","Tanjung Bara",true,,"2025-11-09T23:02:40.194Z","2025-11-09T23:02:40.194Z"
"cmhsbjr5v06d2maft4x55t90b","MV-0086","MV Borneo Jaya","MOTHER_VESSEL",8800.166297621841,18686.79087379367,107.4468303098652,9915.401275721893,"PT Ocean Line",true,"CHARTERED","Surabaya",true,,"2025-11-09T23:02:40.196Z","2025-11-09T23:02:40.196Z"
"cmhsbjr5x06d3maftcn840y8n","MV-0087","MV Samudera Sentosa","MOTHER_VESSEL",12500.55701408031,11268.1577975969,162.9884361599679,20761.26661351376,"PT Ocean Line",true,"CHARTERED","Muara Pantai",true,,"2025-11-09T23:02:40.197Z","2025-11-09T23:02:40.197Z"
"cmhsbjr5y06d4maftmmv6s6nd","MV-0088","MV Mahakam Makmur","MOTHER_VESSEL",8148.853228542532,10759.43156913332,166.3426940072716,16128.3053946686,"PT Marine Services",true,"DISCHARGING","Tanjung Bara",true,,"2025-11-09T23:02:40.199Z","2025-11-09T23:02:40.199Z"
"cmhsbjr6006d5maftvi235j0m","MV-0089","MV Kalimantan Indah","MOTHER_VESSEL",11732.34934995092,14793.78953672161,150.3536176137789,7281.595891202877,"PT Tambang Nusantara",true,"DISCHARGING","Tanjung Bara",true,,"2025-11-09T23:02:40.201Z","2025-11-09T23:02:40.201Z"
"cmhsbjr6206d6maftf3p06gr7","MV-0090","MV Maritim Jaya","MOTHER_VESSEL",10153.62652420551,11811.25121211818,144.6334581156459,16986.71066243856,"PT Ocean Line",true,"SAILING","Sangatta",true,,"2025-11-09T23:02:40.202Z","2025-11-09T23:02:40.202Z"
"cmhsbjr6306d7maftxihi4mmd","MV-0091","MV Maritim Sejahtera","MOTHER_VESSEL",6529.98592239957,10834.32859161778,148.9146856945206,18871.79934888198,"PT Ocean Line",true,"LOADING","Muara Pantai",true,,"2025-11-09T23:02:40.203Z","2025-11-09T23:02:40.203Z"
"cmhsbjr6406d8maftrg4vr979","MV-0092","MV Borneo Abadi","MOTHER_VESSEL",10090.40070866735,21923.80117779012,166.3157151557348,9704.26587916962,"PT Marine Services",true,"AVAILABLE","Muara Pantai",true,,"2025-11-09T23:02:40.204Z","2025-11-09T23:02:40.204Z"
