"id","code","name","equipmentType","brand","model","status","lastMaintenance","totalHours","isActive","createdAt","updatedAt"
"cmhsbjqhe05vemaft6alb0pov","SUP-0050","Shantui LIGHT_VEHICLE-050","LIGHT_VEHICLE","Shantui","SHA992","ACTIVE","2025-10-17T23:02:39.248Z",10544,true,"2025-11-09T23:02:39.314Z","2025-11-09T23:02:39.314Z"
"cmhsbjqhf05vfmaftdo0vipf9","SUP-0051","Caterpillar GRADER-051","GRADER","Caterpillar","CAT449","BREAKDOWN","2025-11-07T23:02:39.248Z",10909,true,"2025-11-09T23:02:39.316Z","2025-11-09T23:02:39.316Z"
"cmhsbjqhh05vgmaftx8qylpjp","SUP-0052","XCMG FUEL_TRUCK-052","FUEL_TRUCK","XCMG","XCM769","ACTIVE","2025-10-07T23:02:39.248Z",5608,true,"2025-11-09T23:02:39.317Z","2025-11-09T23:02:39.317Z"
"cmhsbjqhi05vhmafttiq0qetn","SUP-0053","JCB FUEL_TRUCK-053","FUEL_TRUCK","JCB","JCB227","MAINTENANCE","2025-09-27T23:02:39.248Z",13137,true,"2025-11-09T23:02:39.318Z","2025-11-09T23:02:39.318Z"
"cmhsbjqhj05vimaft4ng3akh4","SUP-0054","Komatsu WATER_TRUCK-054","WATER_TRUCK","Komatsu","KOM440","BREAKDOWN","2025-10-01T23:02:39.248Z",15033,true,"2025-11-09T23:02:39.320Z","2025-11-09T23:02:39.320Z"
"cmhsbjqhl05vjmaftheibmbhr","SUP-0055","Caterpillar DOZER-055","DOZER","Caterpillar","CAT797","BREAKDOWN","2025-10-04T23:02:39.248Z",21197,true,"2025-11-09T23:02:39.321Z","2025-11-09T23:02:39.321Z"
"cmhsbjqhm05vkmafthxs0qxre","SUP-0056","Shantui GRADER-056","GRADER","Shantui","SHA338","BREAKDOWN","2025-09-29T23:02:39.248Z",8697,true,"2025-11-09T23:02:39.323Z","2025-11-09T23:02:39.323Z"
"cmhsbjqhn05vlmaftkwjefmoi","SUP-0057","Volvo GRADER-057","GRADER","Volvo","VOL198","MAINTENANCE","2025-11-03T23:02:39.248Z",13615,true,"2025-11-09T23:02:39.324Z","2025-11-09T23:02:39.324Z"
"cmhsbjqho05vmmaftbcpiyxq0","SUP-0058","Shantui COMPACTOR-058","COMPACTOR","Shantui","SHA791","BREAKDOWN","2025-10-01T23:02:39.248Z",15355,true,"2025-11-09T23:02:39.325Z","2025-11-09T23:02:39.325Z"
"cmhsbjqhq05vnmaftsjximec5","SUP-0059","Komatsu LIGHT_VEHICLE-059","LIGHT_VEHICLE","Komatsu","KOM345","MAINTENANCE","2025-10-25T23:02:39.248Z",2873,true,"2025-11-09T23:02:39.326Z","2025-11-09T23:02:39.326Z"
"cmhsbjqhr05vomaftuohenfpr","SUP-0060","Shantui WATER_TRUCK-060","WATER_TRUCK","Shantui","SHA254","MAINTENANCE","2025-10-03T23:02:39.248Z",17925,true,"2025-11-09T23:02:39.327Z","2025-11-09T23:02:39.327Z"
"cmhsbjqhs05vpmaftybuscgay","SUP-0061","XCMG DOZER-061","DOZER","XCMG","XCM555","MAINTENANCE","2025-11-01T23:02:39.248Z",13733,true,"2025-11-09T23:02:39.329Z","2025-11-09T23:02:39.329Z"
"cmhsbjqht05vqmaftj57xcugf","SUP-0062","Caterpillar COMPACTOR-062","COMPACTOR","Caterpillar","CAT838","MAINTENANCE","2025-10-03T23:02:39.248Z",15943,true,"2025-11-09T23:02:39.330Z","2025-11-09T23:02:39.330Z"
"cmhsbjqhv05vrmaftltyin8la","SUP-0063","JCB LIGHT_VEHICLE-063","LIGHT_VEHICLE","JCB","JCB109","ACTIVE","2025-09-26T23:02:39.248Z",5688,true,"2025-11-09T23:02:39.331Z","2025-11-09T23:02:39.331Z"
"cmhsbjqhx05vsmaftuj8psp1f","SUP-0064","Komatsu COMPACTOR-064","COMPACTOR","Komatsu","KOM390","IDLE","2025-10-27T23:02:39.248Z",13178,true,"2025-11-09T23:02:39.333Z","2025-11-09T23:02:39.333Z"
"cmhsbjqhy05vtmaft7b2rjh4n","SUP-0065","Volvo LIGHT_VEHICLE-065","LIGHT_VEHICLE","Volvo","VOL319","ACTIVE","2025-09-27T23:02:39.248Z",2681,true,"2025-11-09T23:02:39.335Z","2025-11-09T23:02:39.335Z"
"cmhsbjqhz05vumaft8t8t1eny","SUP-0066","Caterpillar GRADER-066","GRADER","Caterpillar","CAT980","MAINTENANCE","2025-11-03T23:02:39.248Z",23144,true,"2025-11-09T23:02:39.336Z","2025-11-09T23:02:39.336Z"
"cmhsbjqi105vvmaft0n5xc3cl","SUP-0067","JCB DOZER-067","DOZER","JCB","JCB969","BREAKDOWN","2025-09-28T23:02:39.248Z",2780,true,"2025-11-09T23:02:39.337Z","2025-11-09T23:02:39.337Z"
"cmhsbjqi205vwmaft1ps8gx44","SUP-0068","XCMG DOZER-068","DOZER","XCMG","XCM696","BREAKDOWN","2025-10-31T23:02:39.248Z",18151,true,"2025-11-09T23:02:39.338Z","2025-11-09T23:02:39.338Z"
"cmhsbjqi305vxmaftu1pb2phf","SUP-0069","Caterpillar FUEL_TRUCK-069","FUEL_TRUCK","Caterpillar","CAT153","ACTIVE","2025-10-10T23:02:39.248Z",15882,true,"2025-11-09T23:02:39.339Z","2025-11-09T23:02:39.339Z"
"cmhsbjqi405vymaftop7dvag5","SUP-0070","Shantui FUEL_TRUCK-070","FUEL_TRUCK","Shantui","SHA540","IDLE","2025-09-29T23:02:39.248Z",15011,true,"2025-11-09T23:02:39.340Z","2025-11-09T23:02:39.340Z"
"cmhsbjqi505vzmafti70kvgkh","SUP-0071","Volvo DOZER-071","DOZER","Volvo","VOL897","MAINTENANCE","2025-10-13T23:02:39.248Z",2563,true,"2025-11-09T23:02:39.342Z","2025-11-09T23:02:39.342Z"
"cmhsbjqi605w0maftdndz8qwr","SUP-0072","JCB WATER_TRUCK-072","WATER_TRUCK","JCB","JCB530","MAINTENANCE","2025-10-04T23:02:39.248Z",22965,true,"2025-11-09T23:02:39.343Z","2025-11-09T23:02:39.343Z"
"cmhsbjqi805w1mafttcopoz11","SUP-0073","XCMG COMPACTOR-073","COMPACTOR","XCMG","XCM698","IDLE","2025-10-30T23:02:39.248Z",25383,true,"2025-11-09T23:02:39.344Z","2025-11-09T23:02:39.344Z"
"cmhsbjqi905w2maftycmz1rb4","SUP-0074","Volvo FUEL_TRUCK-074","FUEL_TRUCK","Volvo","VOL903","BREAKDOWN","2025-09-28T23:02:39.248Z",10858,true,"2025-11-09T23:02:39.345Z","2025-11-09T23:02:39.345Z"
"cmhsbjqia05w3maftseos8cve","SUP-0075","JCB WATER_TRUCK-075","WATER_TRUCK","JCB","JCB854","MAINTENANCE","2025-10-21T23:02:39.248Z",23540,true,"2025-11-09T23:02:39.346Z","2025-11-09T23:02:39.346Z"
"cmhsbjqib05w4maft62wlgkkv","SUP-0076","Volvo WATER_TRUCK-076","WATER_TRUCK","Volvo","VOL452","BREAKDOWN","2025-11-07T23:02:39.248Z",23608,true,"2025-11-09T23:02:39.347Z","2025-11-09T23:02:39.347Z"
"cmhsbjqid05w5maftpg0prtgs","SUP-0077","Caterpillar DOZER-077","DOZER","Caterpillar","CAT668","BREAKDOWN","2025-11-04T23:02:39.248Z",18519,true,"2025-11-09T23:02:39.349Z","2025-11-09T23:02:39.349Z"
"cmhsbjqif05w6mafthw7v4sjb","SUP-0078","Komatsu WATER_TRUCK-078","WATER_TRUCK","Komatsu","KOM465","ACTIVE","2025-10-24T23:02:39.248Z",5746,true,"2025-11-09T23:02:39.351Z","2025-11-09T23:02:39.351Z"
"cmhsbjqig05w7maftxo62awtj","SUP-0079","Komatsu LIGHT_VEHICLE-079","LIGHT_VEHICLE","Komatsu","KOM231","BREAKDOWN","2025-10-07T23:02:39.248Z",3085,true,"2025-11-09T23:02:39.352Z","2025-11-09T23:02:39.352Z"
"cmhsbjqih05w8maftkgmjwc7u","SUP-0080","Volvo LIGHT_VEHICLE-080","LIGHT_VEHICLE","Volvo","VOL273","BREAKDOWN","2025-10-16T23:02:39.248Z",23165,true,"2025-11-09T23:02:39.353Z","2025-11-09T23:02:39.353Z"
"cmhsbjqii05w9maft3v9sqqjw","SUP-0081","Caterpillar LIGHT_VEHICLE-081","LIGHT_VEHICLE","Caterpillar","CAT570","MAINTENANCE","2025-10-02T23:02:39.248Z",2908,true,"2025-11-09T23:02:39.355Z","2025-11-09T23:02:39.355Z"
"cmhsbjqij05wamaftsh8xjb66","SUP-0082","Volvo COMPACTOR-082","COMPACTOR","Volvo","VOL339","IDLE","2025-09-29T23:02:39.248Z",5203,true,"2025-11-09T23:02:39.356Z","2025-11-09T23:02:39.356Z"
"cmhsbjqik05wbmaftsq66m7se","SUP-0083","Volvo GRADER-083","GRADER","Volvo","VOL545","MAINTENANCE","2025-11-08T23:02:39.248Z",5380,true,"2025-11-09T23:02:39.357Z","2025-11-09T23:02:39.357Z"
"cmhsbjqim05wcmaftmp2w06lx","SUP-0084","Volvo DOZER-084","DOZER","Volvo","VOL761","ACTIVE","2025-10-22T23:02:39.248Z",17594,true,"2025-11-09T23:02:39.358Z","2025-11-09T23:02:39.358Z"
"cmhsbjqin05wdmafte7j9ajvn","SUP-0085","XCMG GRADER-085","GRADER","XCMG","XCM868","BREAKDOWN","2025-11-07T23:02:39.248Z",7516,true,"2025-11-09T23:02:39.359Z","2025-11-09T23:02:39.359Z"
"cmhsbjqio05wemaftdnplre79","SUP-0086","Volvo COMPACTOR-086","COMPACTOR","Volvo","VOL633","BREAKDOWN","2025-10-28T23:02:39.248Z",5650,true,"2025-11-09T23:02:39.360Z","2025-11-09T23:02:39.360Z"
"cmhsbjqip05wfmaft2a0e9xod","SUP-0087","XCMG GRADER-087","GRADER","XCMG","XCM482","ACTIVE","2025-10-15T23:02:39.248Z",18182,true,"2025-11-09T23:02:39.362Z","2025-11-09T23:02:39.362Z"
"cmhsbjqiq05wgmaftfpm4kg4y","SUP-0088","XCMG FUEL_TRUCK-088","FUEL_TRUCK","XCMG","XCM314","ACTIVE","2025-10-01T23:02:39.248Z",12847,true,"2025-11-09T23:02:39.363Z","2025-11-09T23:02:39.363Z"
"cmhsbjqir05whmaftat3l1hkj","SUP-0089","Komatsu COMPACTOR-089","COMPACTOR","Komatsu","KOM732","BREAKDOWN","2025-11-09T23:02:39.248Z",18087,true,"2025-11-09T23:02:39.364Z","2025-11-09T23:02:39.364Z"
"cmhsbjqit05wimaftn8mjsict","SUP-0090","Volvo FUEL_TRUCK-090","FUEL_TRUCK","Volvo","VOL756","MAINTENANCE","2025-11-09T23:02:39.248Z",22706,true,"2025-11-09T23:02:39.366Z","2025-11-09T23:02:39.366Z"
"cmhsbjqiv05wjmaftdal9s4uh","SUP-0091","Shantui COMPACTOR-091","COMPACTOR","Shantui","SHA847","BREAKDOWN","2025-10-26T23:02:39.248Z",10222,true,"2025-11-09T23:02:39.367Z","2025-11-09T23:02:39.367Z"
"cmhsbjqiw05wkmaftfvcr97bj","SUP-0092","JCB FUEL_TRUCK-092","FUEL_TRUCK","JCB","JCB465","MAINTENANCE","2025-10-02T23:02:39.248Z",15148,true,"2025-11-09T23:02:39.369Z","2025-11-09T23:02:39.369Z"
"cmhsbjqiy05wlmaftyw9l8qoe","SUP-0093","Komatsu COMPACTOR-093","COMPACTOR","Komatsu","KOM767","BREAKDOWN","2025-10-11T23:02:39.248Z",18961,true,"2025-11-09T23:02:39.370Z","2025-11-09T23:02:39.370Z"
"cmhsbjqiz05wmmaft1olh42c5","SUP-0094","Shantui DOZER-094","DOZER","Shantui","SHA974","BREAKDOWN","2025-10-22T23:02:39.248Z",7720,true,"2025-11-09T23:02:39.371Z","2025-11-09T23:02:39.371Z"
"cmhsbjqj005wnmaftmyd4y4l5","SUP-0095","XCMG LIGHT_VEHICLE-095","LIGHT_VEHICLE","XCMG","XCM843","MAINTENANCE","2025-09-28T23:02:39.248Z",5151,true,"2025-11-09T23:02:39.372Z","2025-11-09T23:02:39.372Z"
"cmhsbjqj105womaftyvm86h2a","SUP-0096","Shantui COMPACTOR-096","COMPACTOR","Shantui","SHA779","BREAKDOWN","2025-10-24T23:02:39.248Z",5768,true,"2025-11-09T23:02:39.373Z","2025-11-09T23:02:39.373Z"
"cmhsbjqj205wpmaft1ethnqw5","SUP-0097","Volvo WATER_TRUCK-097","WATER_TRUCK","Volvo","VOL853","ACTIVE","2025-09-27T23:02:39.248Z",8052,true,"2025-11-09T23:02:39.375Z","2025-11-09T23:02:39.375Z"
"cmhsbjqj305wqmaftbbbmx4t7","SUP-0098","JCB DOZER-098","DOZER","JCB","JCB950","MAINTENANCE","2025-10-23T23:02:39.248Z",11040,true,"2025-11-09T23:02:39.376Z","2025-11-09T23:02:39.376Z"
"cmhsbjqj505wrmaftvtimd1ce","SUP-0099","XCMG FUEL_TRUCK-099","FUEL_TRUCK","XCMG","XCM226","MAINTENANCE","2025-10-01T23:02:39.248Z",8861,false,"2025-11-09T23:02:39.377Z","2025-11-09T23:02:39.377Z"
"cmhsbjqj605wsmaft50t22try","SUP-0100","Caterpillar DOZER-100","DOZER","Caterpillar","CAT222","BREAKDOWN","2025-09-26T23:02:39.248Z",3564,true,"2025-11-09T23:02:39.378Z","2025-11-09T23:02:39.378Z"
"cmhsbjqj705wtmafthr8ewpj6","SUP-0101","Volvo DOZER-101","DOZER","Volvo","VOL570","ACTIVE","2025-10-21T23:02:39.248Z",16039,true,"2025-11-09T23:02:39.379Z","2025-11-09T23:02:39.379Z"
"cmhsbjqj805wumaft1y9zbxw3","SUP-0102","Volvo WATER_TRUCK-102","WATER_TRUCK","Volvo","VOL135","IDLE","2025-10-02T23:02:39.248Z",13445,true,"2025-11-09T23:02:39.380Z","2025-11-09T23:02:39.380Z"
"cmhsbjqja05wvmaftezmitu79","SUP-0103","XCMG LIGHT_VEHICLE-103","LIGHT_VEHICLE","XCMG","XCM594","ACTIVE","2025-10-22T23:02:39.248Z",26169,true,"2025-11-09T23:02:39.382Z","2025-11-09T23:02:39.382Z"
"cmhsbjqjb05wwmafta7ffnqm7","SUP-0104","Komatsu COMPACTOR-104","COMPACTOR","Komatsu","KOM263","BREAKDOWN","2025-10-11T23:02:39.248Z",22813,true,"2025-11-09T23:02:39.384Z","2025-11-09T23:02:39.384Z"
"cmhsbjqjd05wxmaft67wm9nzb","SUP-0105","XCMG COMPACTOR-105","COMPACTOR","XCMG","XCM705","IDLE","2025-11-09T23:02:39.248Z",15571,true,"2025-11-09T23:02:39.385Z","2025-11-09T23:02:39.385Z"
"cmhsbjqje05wymaftxt4qrzmi","SUP-0106","Shantui WATER_TRUCK-106","WATER_TRUCK","Shantui","SHA123","BREAKDOWN","2025-11-05T23:02:39.248Z",10668,true,"2025-11-09T23:02:39.386Z","2025-11-09T23:02:39.386Z"
"cmhsbjqjf05wzmaftn5r42pxv","SUP-0107","Caterpillar LIGHT_VEHICLE-107","LIGHT_VEHICLE","Caterpillar","CAT472","MAINTENANCE","2025-11-08T23:02:39.248Z",13042,false,"2025-11-09T23:02:39.387Z","2025-11-09T23:02:39.387Z"
