"id","shipmentNumber","vesselId","sailingScheduleId","shipmentDate","loadingDate","coalType","quantity","calorie","totalMoisture","ashContent","sulfurContent","stockpileOrigin","buyer","destination","surveyorName","blNumber","coaNumber","freightCost","totalFreight","remarks","createdAt","updatedAt"
"cmhsbjt50085ymaftfc0rllqf","SHP-0000011","cmhsbjr3106azmaftebfl0mcr","cmhsbjs9y078mmafthtafdq4t","2025-09-18T23:02:42.733Z","2025-09-19T10:26:07.894Z","GCV-5000",9744.594897782306,5107.640168659001,9.53194940950111,9.324352357869293,0.3949234140752607,"ROM-PIT-09","PT Petrokimia","Suralaya","Surveyor AB","BL-57277","COA-98116",12.58547412124711,122640.3469080759,,"2025-11-09T23:02:42.756Z","2025-11-09T23:02:42.756Z"
"cmhsbjt510860maftnnkmf5dg","SHP-0000012","cmhsbjr3206b0maft0f1p2coc","cmhsbjs9z078omaftu10o3k6q","2025-11-05T23:02:42.733Z","2025-11-06T00:11:55.967Z","ICI-1",10107.51825180708,4853.66210010034,19.36861356902931,4.639943033818,0.7391885998485124,"ROM-PIT-02","PLN","Cilacap","Surveyor PTX","BL-97136","COA-23790",13.64399909823254,137906.9699130247,,"2025-11-09T23:02:42.758Z","2025-11-09T23:02:42.758Z"
"cmhsbjt530862maft5c0j10m9","SHP-0000013","cmhsbjr3306b1maftosae2qs6","cmhsbjsa1078qmaft6b6pibnr","2025-10-13T23:02:42.733Z","2025-10-14T00:41:03.473Z","ICI-2",7853.218503476969,4837.704974794639,19.79096212065449,6.490858566383425,0.218087222669253,"ROM-PIT-04","PT Semen Indonesia","Tanjung Priok","Surveyor PTX","BL-89499","COA-19676",10.62740158707278,83459.30678748047,,"2025-11-09T23:02:42.760Z","2025-11-09T23:02:42.760Z"
"cmhsbjt550864maft1yagzr3i","SHP-0000014","cmhsbjr3406b2maft81hx0986","cmhsbjsa3078smaft055i8dan","2025-09-30T23:02:42.733Z","2025-10-01T01:06:07.896Z","GCV-5000",6564.24262251577,5012.765225000179,19.4577523791218,5.825943357853021,0.4747402237409816,"ROM-PIT-03","PT Pupuk Indonesia","Gresik","Surveyor AB","BL-99294","COA-78922",16.1840210774448,106235.8409602567,,"2025-11-09T23:02:42.761Z","2025-11-09T23:02:42.761Z"
"cmhsbjt560866maft2wbsx59u","SHP-0000015","cmhsbjr3606b3maftkuv1i66k","cmhsbjsa5078umafth2yfgycg","2025-09-19T23:02:42.733Z","2025-09-20T03:12:55.559Z","ICI-1",8049.954972852114,5348.839582365136,13.21682533512761,6.398202114530998,0.580945527970167,"ROM-PIT-01","PLN","Gresik","Surveyor Inspec","BL-64268","COA-87838",17.25208096497412,138878.4749560407,,"2025-11-09T23:02:42.763Z","2025-11-09T23:02:42.763Z"
"cmhsbjt580868maftugmn5ed3","SHP-0000016","cmhsbjr3806b4maftcfrq0vmy","cmhsbjsa6078wmaftk4e8878h","2025-09-21T23:02:42.733Z","2025-09-21T23:11:03.528Z","ICI-1",8595.888988122635,5947.482186509683,17.45299975898969,10.8906231750297,0.3581142429149045,"ROM-PIT-06","PLN","Cilacap","Surveyor Inspec","BL-89108","COA-85264",12.39533403930805,106548.9153725897,,"2025-11-09T23:02:42.764Z","2025-11-09T23:02:42.764Z"
"cmhsbjt5a086amafti96utrd4","SHP-0000017","cmhsbjr3906b5maft2a799rhc","cmhsbjsa8078ymaftgwklntd2","2025-09-20T23:02:42.733Z","2025-09-21T05:59:18.048Z","ICI-1",7309.4217922588,4876.915741778927,17.78499516589132,8.039559787995783,0.3571088605422523,"ROM-PIT-03","PLN","Paiton","Surveyor AB","BL-31859","COA-32200",13.41212474715152,98034.87690732289,,"2025-11-09T23:02:42.767Z","2025-11-09T23:02:42.767Z"
"cmhsbjt5c086cmaftdif2bxz6","SHP-0000018","cmhsbjr3b06b6maftiijr7mw6","cmhsbjsaa0790maftwox0torh","2025-10-06T23:02:42.733Z","2025-10-07T05:52:22.093Z","ICI-3",14981.82790767592,5671.92404318228,14.2388574886042,7.796643809607916,0.786207510851872,"ROM-PIT-08","PT Petrokimia","Paiton","Surveyor Inspec","BL-74722","COA-95690",12.42307900234582,186120.4316966074,,"2025-11-09T23:02:42.769Z","2025-11-09T23:02:42.769Z"
"cmhsbjt5e086emaftjmjyasji","SHP-0000019","cmhsbjr3c06b7maftrvq8n8so","cmhsbjsac0792maft7yfdqikg","2025-11-08T23:02:42.733Z","2025-11-09T01:57:30.090Z","GCV-5500",15330.47878545778,4664.735767144053,11.41433568609373,11.47145313786106,0.7051910237317569,"ROM-PIT-03","PT Semen Indonesia","Paiton","Surveyor Marine","BL-56297","COA-78412",21.46583184892993,329081.4797722243,,"2025-11-09T23:02:42.771Z","2025-11-09T23:02:42.771Z"
"cmhsbjt5g086gmaftor3a8zhf","SHP-0000020","cmhsbjr3d06b8maftz7g0uthg","cmhsbjsae0794maftxjkego5n","2025-10-18T23:02:42.733Z","2025-10-19T02:45:16.275Z","GCV-6000",10848.82722018419,5872.000069056107,10.54541712329441,7.49495664798461,0.3068597402556739,"ROM-PIT-02","PLN","Cilacap","Surveyor Marine","BL-86510","COA-65078",23.76669847980128,257840.8054015784,,"2025-11-09T23:02:42.772Z","2025-11-09T23:02:42.772Z"
"cmhsbjt5h086imaftnfu8rv21","SHP-0000021","cmhsbjr3f06b9maftdrk3qq6i","cmhsbjsaf0796maft1ivvjr7x","2025-11-05T23:02:42.733Z","2025-11-06T00:37:52.839Z","ICI-4",13926.7879737237,4508.708122453057,15.82263759357728,11.56102260381877,0.2656768054924378,"ROM-PIT-02","PT Petrokimia","Merak","Surveyor Inspec","BL-51443","COA-55781",21.13741868044558,294376.3482743922,,"2025-11-09T23:02:42.774Z","2025-11-09T23:02:42.774Z"
"cmhsbjt5j086kmafthqyrpunq","SHP-0000022","cmhsbjr3g06bamaftry2dn4ge","cmhsbjsah0798maft3biopi7m","2025-11-07T23:02:42.733Z","2025-11-08T07:43:30.780Z","ICI-2",9639.397811345165,5573.773242448018,18.17759466036548,11.33532431164562,0.681818437077206,"ROM-PIT-10","PT Petrokimia","Gresik","Surveyor Inspec","BL-64081","COA-10368",10.78586792796208,103969.2716982556,,"2025-11-09T23:02:42.776Z","2025-11-09T23:02:42.776Z"
"cmhsbjt5l086mmaftqndcuwer","SHP-0000023","cmhsbjr3h06bbmafth3bzpeow","cmhsbjsaj079amaft9s6itf53","2025-10-02T23:02:42.733Z","2025-10-03T06:46:47.294Z","ICI-1",12643.57078133029,4593.742857429034,17.05767316250303,7.146112173311682,0.2810599704313305,"ROM-PIT-05","PT Semen Indonesia","Gresik","Surveyor AB","BL-32646","COA-43536",13.48090754006356,170446.8086793627,,"2025-11-09T23:02:42.777Z","2025-11-09T23:02:42.777Z"
"cmhsbjt5m086omaftsogbvl95","SHP-0000024","cmhsbjr3i06bcmaftvi2vacoy","cmhsbjsak079cmaftqocue6s9","2025-09-13T23:02:42.733Z","2025-09-13T23:34:54.871Z","ICI-4",9914.09106423975,5365.913687095975,18.9389387293108,4.587642589608615,0.7264435227517361,"ROM-PIT-10","PLN","Suralaya","Surveyor Marine","BL-80908","COA-99449",18.42593461640066,182676.3937307237,,"2025-11-09T23:02:42.779Z","2025-11-09T23:02:42.779Z"
"cmhsbjt5o086qmafth778a6vw","SHP-0000025","cmhsbjr3k06bdmafti1mywl3j","cmhsbjsam079emaftyaaa13oa","2025-10-23T23:02:42.733Z","2025-10-24T03:25:55.109Z","ICI-2",11781.97127331507,5429.183861813056,13.98809542381106,7.95896742542231,0.4343176641246205,"ROM-PIT-05","PT Petrokimia","Paiton","Surveyor Inspec","BL-66853","COA-49735",19.34615036250736,227935.7878202957,,"2025-11-09T23:02:42.780Z","2025-11-09T23:02:42.780Z"
"cmhsbjt5q086smaftgmvduhte","SHP-0000026","cmhsbjr3l06bemaftnrq2qpr4","cmhsbjsao079gmaftpckzq9ib","2025-09-19T23:02:42.733Z","2025-09-20T07:44:57.122Z","ICI-4",18161.71466174295,4646.695550701643,15.32599306396617,9.506128654924236,0.7806239980506362,"ROM-PIT-03","PT Semen Indonesia","Gresik","Surveyor Geo","BL-49839","COA-31830",15.04096053363018,273169.6334503282,,"2025-11-09T23:02:42.783Z","2025-11-09T23:02:42.783Z"
"cmhsbjt5s086umaftct795vum","SHP-0000027","cmhsbjr3m06bfmaftv3t9ch4s","cmhsbjsaq079imaftdsszhwum","2025-09-18T23:02:42.733Z","2025-09-19T00:10:16.241Z","GCV-6000",18503.90604055094,4902.079534216635,12.36894175039381,10.3048967921593,0.2094829010755807,"ROM-PIT-04","PT Pupuk Indonesia","Suralaya","Surveyor PTX","BL-37028","COA-93640",11.57804994390862,214239.1482948913,,"2025-11-09T23:02:42.785Z","2025-11-09T23:02:42.785Z"
"cmhsbjt5u086wmaftvqj4lvj8","SHP-0000028","cmhsbjr3o06bgmaftwjzdyu1v","cmhsbjsas079kmaft0r9x9j1d","2025-10-29T23:02:42.733Z","2025-10-30T06:33:33.265Z","ICI-1",8710.636600991536,4684.213485409632,13.7638122412382,11.13831191532138,0.482117955788548,"ROM-PIT-04","PT Petrokimia","Gresik","Surveyor Marine","BL-28064","COA-31129",21.54745440571735,187692.0450046379,,"2025-11-09T23:02:42.787Z","2025-11-09T23:02:42.787Z"
"cmhsbjt5w086ymaft24fj03v6","SHP-0000029","cmhsbjr3q06bhmaft8a42jgwp","cmhsbjsau079mmaftex0p601z","2025-10-31T23:02:42.733Z","2025-11-01T08:50:39.174Z","GCV-5500",8346.502695686057,4503.811520086026,8.433478458709452,7.307764884129391,0.761623708700867,"ROM-PIT-01","PT Pupuk Indonesia","Lontar","Surveyor Geo","BL-85528","COA-38073",14.82274396657907,123718.0724745164,,"2025-11-09T23:02:42.788Z","2025-11-09T23:02:42.788Z"
"cmhsbjt5y0870maftw51lacs1","SHP-0000030","cmhsbjr3r06bimaftz9pvlhgm","cmhsbjsav079omaftahaeluae","2025-09-22T23:02:42.733Z","2025-09-23T04:19:51.253Z","ICI-1",15223.08305584887,5241.691267777317,16.73544954363793,5.737598973869996,0.3211951311087934,"ROM-PIT-01","PT Steel Indonesia","Lontar","Surveyor PTX","BL-69962","COA-50947",14.6060139484213,222348.5634517045,,"2025-11-09T23:02:42.790Z","2025-11-09T23:02:42.790Z"
"cmhsbjt5z0872maftbh72bp3z","SHP-0000031","cmhsbjr3t06bjmaftuk1gwsnw","cmhsbjsax079qmaftvxwcbb55","2025-10-03T23:02:42.733Z","2025-10-04T10:57:00.641Z","ICI-2",18687.07805950289,5519.022093094316,18.40413624997056,4.067515009586861,0.4453489339310215,"ROM-PIT-02","PT Pupuk Indonesia","Suralaya","Surveyor Marine","BL-78571","COA-11014",10.43300365252206,194962.3536497585,,"2025-11-09T23:02:42.792Z","2025-11-09T23:02:42.792Z"
"cmhsbjt610874maftjhoyr3px","SHP-0000032","cmhsbjr3u06bkmaftbrrr27z2","cmhsbjsaz079smafta1c7up5i","2025-10-03T23:02:42.733Z","2025-10-04T07:48:39.439Z","ICI-3",12942.92047652501,5988.907661222976,13.75330349123748,4.014968989014539,0.2619448931860041,"ROM-PIT-02","PT Petrokimia","Cilacap","Surveyor Marine","BL-89871","COA-19663",23.1814915362807,300036.2014813186,,"2025-11-09T23:02:42.793Z","2025-11-09T23:02:42.793Z"
"cmhsbjt630876maft32wqnl9j","SHP-0000033","cmhsbjr3v06blmaft6q7vh949","cmhsbjsb1079umaftnnoir9vh","2025-10-13T23:02:42.733Z","2025-10-14T08:29:09.422Z","ICI-3",11638.07480341723,4806.935895846842,13.24952928197451,6.450454200490336,0.6445872743115625,"ROM-PIT-07","PT Semen Indonesia","Tanjung Priok","Surveyor Geo","BL-55698","COA-81243",16.91074002995443,196808.4574497518,,"2025-11-09T23:02:42.795Z","2025-11-09T23:02:42.795Z"
"cmhsbjt640878mafttn7obvzg","SHP-0000034","cmhsbjr3w06bmmafteeqll9tp","cmhsbjsb2079wmaftwsddt1kc","2025-11-01T23:02:42.733Z","2025-11-02T05:38:56.035Z","ICI-4",15758.38251204817,4549.819298522022,19.46633763294959,7.70468239863237,0.5050180197350281,"ROM-PIT-03","PLN","Lontar","Surveyor AB","BL-84936","COA-37993",24.56844765543915,387158.9958816433,,"2025-11-09T23:02:42.797Z","2025-11-09T23:02:42.797Z"
"cmhsbjt66087amaftyf1fd2rf","SHP-0000035","cmhsbjr3y06bnmaft9kfti5bd","cmhsbjsb4079ymaft6vp1qs48","2025-10-21T23:02:42.733Z","2025-10-22T02:21:10.239Z","GCV-6000",14418.57928349407,5857.628594292946,17.30266963628566,9.318390390265613,0.4983457618566175,"ROM-PIT-05","PT Petrokimia","Lontar","Surveyor PTX","BL-64570","COA-93158",21.38323237692177,308315.8313640239,,"2025-11-09T23:02:42.798Z","2025-11-09T23:02:42.798Z"
"cmhsbjt68087cmaft58mj7rc2","SHP-0000036","cmhsbjr3z06bomaftzj471995","cmhsbjsb607a0maft23e7oyyo","2025-09-20T23:02:42.733Z","2025-09-21T03:31:15.679Z","ICI-4",18489.04381230314,5713.433663083593,11.04990857414542,6.283799683009708,0.4707777606923434,"ROM-PIT-01","PT Semen Indonesia","Tanjung Priok","Surveyor Inspec","BL-80141","COA-40719",15.33773439895644,283580.0432837746,,"2025-11-09T23:02:42.801Z","2025-11-09T23:02:42.801Z"
"cmhsbjt6a087emafttkthudb6","SHP-0000037","cmhsbjr4006bpmaftk9tvuooa","cmhsbjsb807a2maft51ytdf8u","2025-09-12T23:02:42.733Z","2025-09-13T05:49:55.220Z","GCV-5000",16194.23911523733,4674.721895094427,10.93721631655024,7.144931742342381,0.3154095472444743,"ROM-PIT-01","PT Semen Indonesia","Lontar","Surveyor Geo","BL-62994","COA-59315",21.04456054130954,340800.645481055,,"2025-11-09T23:02:42.803Z","2025-11-09T23:02:42.803Z"
"cmhsbjt6c087gmaft5o9ilckp","SHP-0000038","cmhsbjr4106bqmaft85al4h0y","cmhsbjsba07a4maft36395rat","2025-10-29T23:02:42.733Z","2025-10-30T09:20:00.639Z","GCV-6000",8483.169937522305,5656.318736514848,8.702311394082184,4.495147627531072,0.6278607404832498,"ROM-PIT-05","PT Petrokimia","Suralaya","Surveyor Geo","BL-44001","COA-12207",13.03664872659107,110592.1065634558,,"2025-11-09T23:02:42.804Z","2025-11-09T23:02:42.804Z"
"cmhsbjt6e087imaftr95saj6z","SHP-0000039","cmhsbjr4306brmaft3tumf8ug","cmhsbjsbc07a6maft5ti1jyz8","2025-11-04T23:02:42.733Z","2025-11-05T07:12:23.102Z","ICI-2",11038.25497263668,5569.418722641805,13.30617458008925,7.189296874154593,0.4294828270102199,"ROM-PIT-05","PT Steel Indonesia","Gresik","Surveyor Inspec","BL-28189","COA-55791",24.60204260884527,271563.6191641059,,"2025-11-09T23:02:42.806Z","2025-11-09T23:02:42.806Z"
"cmhsbjt6f087kmafte3glkaen","SHP-0000040","cmhsbjr4506bsmaftl51zwahl","cmhsbjsbd07a8maft6upwshyt","2025-11-06T23:02:42.733Z","2025-11-07T05:37:04.919Z","ICI-4",16200.64967381996,5697.215007536344,12.58267727682459,8.66822958869813,0.24757508363436,"ROM-PIT-05","PLN","Tanjung Priok","Surveyor Inspec","BL-24057","COA-40924",20.1618424730361,326634.9466844017,,"2025-11-09T23:02:42.808Z","2025-11-09T23:02:42.808Z"
"cmhsbjt6h087mmaftgd50a0lw","SHP-0000041","cmhsbjr4606btmaft4g5pv0up","cmhsbjsbf07aamaftboy6414j","2025-09-25T23:02:42.733Z","2025-09-26T05:39:39.042Z","ICI-4",13966.40637976449,4593.183831122317,17.18018899519562,11.74933173651254,0.5054231170397904,"ROM-PIT-01","PT Semen Indonesia","Cilacap","Surveyor AB","BL-83840","COA-90576",10.51879472898292,146909.7618103001,,"2025-11-09T23:02:42.809Z","2025-11-09T23:02:42.809Z"
"cmhsbjt6j087omaftlr485gta","SHP-0000042","cmhsbjr4806bumafthsqm7m1c","cmhsbjsbh07acmaftss271jai","2025-10-03T23:02:42.733Z","2025-10-04T09:08:40.210Z","GCV-5000",16039.42758036593,5598.188733722154,12.22809996146275,5.897347401879397,0.2810082387402192,"ROM-PIT-05","PT Pupuk Indonesia","Merak","Surveyor Geo","BL-71864","COA-25931",18.80781069229369,301666.5175442767,,"2025-11-09T23:02:42.811Z","2025-11-09T23:02:42.811Z"
"cmhsbjt6k087qmaft1zk9x0yv","SHP-0000043","cmhsbjr4906bvmaftqrn4b2et","cmhsbjsbj07aemafturs2wnm4","2025-09-19T23:02:42.733Z","2025-09-20T09:36:27.260Z","ICI-4",12663.7629645426,4714.986529938456,11.32730365662568,11.81288605077661,0.3766022181968293,"ROM-PIT-06","PLN","Cilacap","Surveyor Inspec","BL-89808","COA-37036",13.51105311038355,171100.7739912433,,"2025-11-09T23:02:42.813Z","2025-11-09T23:02:42.813Z"
"cmhsbjt6n087smaft3l07rap4","SHP-0000044","cmhsbjr4b06bwmaftn81oi9fl","cmhsbjsbl07agmaftclut7xgf","2025-10-08T23:02:42.733Z","2025-10-09T08:38:39.235Z","ICI-4",12384.43957700918,5406.620685272705,9.26216553959932,5.173409701235341,0.6478974701325316,"ROM-PIT-01","PT Steel Indonesia","Tanjung Priok","Surveyor Inspec","BL-52035","COA-74271",16.23695444506688,201085.5812395814,,"2025-11-09T23:02:42.815Z","2025-11-09T23:02:42.815Z"
"cmhsbjt6p087umaftkhatizbx","SHP-0000045","cmhsbjr4c06bxmaft7q7edqsd","cmhsbjsbn07aimaft664exnna","2025-10-16T23:02:42.733Z","2025-10-17T05:35:09.570Z","ICI-1",13998.75200920213,5199.33376422038,9.384220997092243,9.313657514273354,0.4605159411197864,"ROM-PIT-03","PT Semen Indonesia","Lontar","Surveyor Inspec","BL-82020","COA-17109",19.45604755683914,272360.3848274341,,"2025-11-09T23:02:42.817Z","2025-11-09T23:02:42.817Z"
"cmhsbjt6r087wmaftsqc6sawe","SHP-0000046","cmhsbjr4d06bymaftkcwiqsqg","cmhsbjsbp07akmaftot2uz7tn","2025-11-03T23:02:42.733Z","2025-11-04T03:57:25.838Z","GCV-5500",17407.90373795064,5546.810753673955,19.92616321418291,5.192667091723195,0.2719872553659111,"ROM-PIT-02","PT Petrokimia","Cilacap","Surveyor AB","BL-58429","COA-21408",15.28080337674152,266006.7542208675,,"2025-11-09T23:02:42.819Z","2025-11-09T23:02:42.819Z"
"cmhsbjt6s087ymafte5x0tfpa","SHP-0000047","cmhsbjr4e06bzmaft7wnemdlm","cmhsbjsbr07ammaft2cckjsxz","2025-10-31T23:02:42.733Z","2025-11-01T02:08:18.178Z","ICI-4",16760.71124697627,4779.434684678517,8.791370654046023,11.66469249999217,0.5800427159786368,"ROM-PIT-05","PT Pupuk Indonesia","Lontar","Surveyor Geo","BL-43354","COA-16582",16.07534341408141,269434.1891594002,,"2025-11-09T23:02:42.821Z","2025-11-09T23:02:42.821Z"
"cmhsbjt6u0880maftfv0r5k9w","SHP-0000048","cmhsbjr4g06c0maftmikosayo","cmhsbjsbs07aomaftrh3duom7","2025-10-26T23:02:42.733Z","2025-10-27T07:22:55.625Z","GCV-5000",7610.47682578937,5690.48038175409,15.86545095400342,8.729201902299156,0.5474664910333789,"ROM-PIT-01","PT Semen Indonesia","Cilacap","Surveyor Inspec","BL-53245","COA-70707",22.81916236307492,173664.7063481066,,"2025-11-09T23:02:42.822Z","2025-11-09T23:02:42.822Z"
"cmhsbjt6w0882maft5f5nguu0","SHP-0000049","cmhsbjr4h06c1maft3wpijl16","cmhsbjsbu07aqmaft68i3eszo","2025-11-02T23:02:42.733Z","2025-11-03T10:24:52.384Z","GCV-6000",14417.33996515482,4862.691241603745,8.478965422415698,5.749648915518145,0.7145091938693411,"ROM-PIT-05","PT Semen Indonesia","Lontar","Surveyor PTX","BL-97861","COA-43512",21.45248452459562,309287.7624883177,,"2025-11-09T23:02:42.824Z","2025-11-09T23:02:42.824Z"
"cmhsbjt6x0884mafti93t06nw","SHP-0000050","cmhsbjr4i06c2maftrcf3q3yc","cmhsbjsbw07asmaft4cww7mfb","2025-10-13T23:02:42.733Z","2025-10-14T07:58:58.870Z","GCV-6000",13934.24495237097,5562.82761314624,10.53929586814132,11.68986052483034,0.6042141501713804,"ROM-PIT-03","PT Pupuk Indonesia","Merak","Surveyor PTX","BL-61425","COA-55203",13.94599848037945,194326.9589310005,,"2025-11-09T23:02:42.826Z","2025-11-09T23:02:42.826Z"
"cmhsbjt6z0886maft762mc6fh","SHP-0000051","cmhsbjr4k06c3maftik5t9h8z","cmhsbjsbx07aumaftdirpdl4s","2025-10-12T23:02:42.733Z","2025-10-13T02:45:13.463Z","ICI-2",16320.79720366773,4510.116078948047,13.62880516794076,10.87582738058039,0.6984206276187932,"ROM-PIT-02","PT Steel Indonesia","Merak","Surveyor AB","BL-67883","COA-87144",19.06702846628822,311189.1048748498,,"2025-11-09T23:02:42.827Z","2025-11-09T23:02:42.827Z"
"cmhsbjt710888maftrdh81cmp","SHP-0000052","cmhsbjr4m06c4maftkmnlf5n6","cmhsbjsbz07awmaftivwg8u65","2025-11-09T23:02:42.733Z","2025-11-10T05:47:10.420Z","ICI-3",9440.09164517271,5930.344299175811,19.90453784633601,9.400795210955758,0.7930932525984971,"ROM-PIT-10","PT Steel Indonesia","Paiton","Surveyor Geo","BL-18321","COA-82926",24.21994726300634,228638.5218040298,,"2025-11-09T23:02:42.830Z","2025-11-09T23:02:42.830Z"
"cmhsbjt74088amaftgci8sdfa","SHP-0000053","cmhsbjr4n06c5maftitb00029","cmhsbjsc107aymaftobthivjo","2025-10-02T23:02:42.733Z","2025-10-03T09:21:13.579Z","ICI-4",10262.61289824016,5687.296529574021,12.34485964443903,9.745480938828306,0.6623208651798724,"ROM-PIT-02","PT Petrokimia","Lontar","Surveyor AB","BL-17145","COA-53932",17.79639181215397,182637.4801535469,,"2025-11-09T23:02:42.833Z","2025-11-09T23:02:42.833Z"
"cmhsbjt77088cmaftdu49pjy9","SHP-0000054","cmhsbjr4o06c6maftww9oppxv","cmhsbjsc307b0maft3ww0y78j","2025-09-11T23:02:42.733Z","2025-09-12T07:14:11.748Z","ICI-2",18475.61741816346,4879.985144769484,18.98778137412371,8.17978024606896,0.4664862716793657,"ROM-PIT-04","PT Pupuk Indonesia","Paiton","Surveyor AB","BL-14012","COA-94715",11.30215365179037,208814.266871778,,"2025-11-09T23:02:42.835Z","2025-11-09T23:02:42.835Z"
