"id","code","name","miningSiteId","excavatorId","isActive","maxQueueSize","latitude","longitude","coalSeam","coalQuality","createdAt","updatedAt"
"cmhsbjlrz010cmaftn00omriz","LP-0054","Loading Point 54","cmhsbjlev00pjmaftukn4pvyv",,true,6,-5.127360001158731,118.4752030270519,"Seam-B2","{""sulfur"":0.2211449108756491,""calorie"":5037.914167360732,""moisture"":8.607709978658319,""ash_content"":4.660206045549508}","2025-11-09T23:02:33.215Z","2025-11-09T23:02:33.215Z"
"cmhsbjls1010emaftkdzehcbo","LP-0055","Loading Point 55","cmhsbjlew00pkmafty17etg15",,true,6,-3.926800660559347,118.9088961986188,"Seam-B1","{""sulfur"":0.356473080366224,""calorie"":5834.428833093719,""moisture"":13.01748422705229,""ash_content"":8.763350553694558}","2025-11-09T23:02:33.217Z","2025-11-09T23:02:33.217Z"
"cmhsbjls2010gmaftqt7hakrs","LP-0056","Loading Point 56","cmhsbjlez00pmmaftzx2q9nnx",,true,9,-3.579295232541635,116.3620156593765,"Seam-A1","{""sulfur"":0.3009626438285255,""calorie"":4892.336380893457,""moisture"":11.92610598155197,""ash_content"":7.7553340893799}","2025-11-09T23:02:33.219Z","2025-11-09T23:02:33.219Z"
"cmhsbjls4010imaftybtko63i","LP-0057","Loading Point 57","cmhsbjlf000pnmaftm5yrjp1i",,true,5,-3.359874285688426,116.2802057691508,"Seam-A1","{""sulfur"":0.3089264853515717,""calorie"":5567.724217533501,""moisture"":12.88196727818427,""ash_content"":5.894629076761809}","2025-11-09T23:02:33.220Z","2025-11-09T23:02:33.220Z"
"cmhsbjls6010kmaftljac4og4","LP-0058","Loading Point 58","cmhsbjlf300ppmafti77iajui",,false,4,-4.60665357573957,116.7103651133102,"Seam-C2","{""sulfur"":0.4420462716101505,""calorie"":5887.736695448722,""moisture"":8.692762042439067,""ash_content"":9.406624409656319}","2025-11-09T23:02:33.222Z","2025-11-09T23:02:33.222Z"
"cmhsbjls7010mmaftw5j773i9","LP-0059","Loading Point 59","cmhsbjlfb00pvmaft6as9a5s8",,true,7,-4.025978241844236,116.9397715416357,"Seam-C2","{""sulfur"":0.3019506555325653,""calorie"":4965.87707590402,""moisture"":10.537582878802,""ash_content"":4.924240990723757}","2025-11-09T23:02:33.223Z","2025-11-09T23:02:33.223Z"
"cmhsbjls8010omaft18xpu3hc","LP-0060","Loading Point 60","cmhsbjlfd00pxmaft3bhw857w",,true,7,-3.693370347596661,119.2631184014058,"Seam-A2","{""sulfur"":0.4245154589192954,""calorie"":4850.78537110554,""moisture"":11.3494337383128,""ash_content"":11.87485218005845}","2025-11-09T23:02:33.225Z","2025-11-09T23:02:33.225Z"
"cmhsbjlsa010qmaftc45mbtdy","LP-0061","Loading Point 61","cmhsbjlfg00pzmaftvo96adsx",,true,4,-3.561765340870305,115.7707683151075,"Seam-A2","{""sulfur"":0.7397554753725795,""calorie"":5149.304565653305,""moisture"":12.75418966706805,""ash_content"":11.74763366128663}","2025-11-09T23:02:33.226Z","2025-11-09T23:02:33.226Z"
"cmhsbjlsb010smaftznb22zyz","LP-0062","Loading Point 62","cmhsbjlfm00q3maftg8xhq7wp",,true,8,-2.888066398179634,119.1480083739092,"Seam-B2","{""sulfur"":0.2384130072348969,""calorie"":5723.951427020868,""moisture"":10.01353537046306,""ash_content"":4.146154050492193}","2025-11-09T23:02:33.228Z","2025-11-09T23:02:33.228Z"
"cmhsbjlsd010umaftaxzllga5","LP-0063","Loading Point 63","cmhsbjlfo00q5maftkime8tvj",,true,4,-4.295300621257703,119.8067937750984,"Seam-B1","{""sulfur"":0.226898307832071,""calorie"":5674.89752274949,""moisture"":9.58356825064557,""ash_content"":6.821405209128324}","2025-11-09T23:02:33.229Z","2025-11-09T23:02:33.229Z"
"cmhsbjlse010wmaftxmal9oye","LP-0064","Loading Point 64","cmhsbjlfr00q7maftpbq22f39",,true,5,-4.951048530723287,116.7284047375942,"Seam-B2","{""sulfur"":0.5611457408163574,""calorie"":4638.947474523019,""moisture"":17.42236524279529,""ash_content"":11.22775220107908}","2025-11-09T23:02:33.230Z","2025-11-09T23:02:33.230Z"
"cmhsbjlsh010ymaftkjoqmpon","LP-0065","Loading Point 65","cmhsbjlft00q9maftm5u5pf8x",,true,7,-4.601222499998457,116.0487327293422,"Seam-C2","{""sulfur"":0.6729464830472744,""calorie"":5523.941852634908,""moisture"":14.96057298433941,""ash_content"":7.588584946168922}","2025-11-09T23:02:33.233Z","2025-11-09T23:02:33.233Z"
"cmhsbjlsj0110maft5iu2isla","LP-0066","Loading Point 66","cmhsbjlfx00qcmaftooymyxot",,true,9,-3.802296638929068,119.9850928623608,"Seam-C1","{""sulfur"":0.5223439739367237,""calorie"":4687.348183338037,""moisture"":17.97974827247915,""ash_content"":11.615944178155}","2025-11-09T23:02:33.235Z","2025-11-09T23:02:33.235Z"
"cmhsbjlsl0112maftuwztncfb","LP-0067","Loading Point 67","cmhsbjlfz00qdmaft567lvbm8",,true,6,-4.179619819116962,117.4171564233514,"Seam-C2","{""sulfur"":0.6147664842434627,""calorie"":4794.923986097058,""moisture"":9.64717771701587,""ash_content"":5.928591603664636}","2025-11-09T23:02:33.237Z","2025-11-09T23:02:33.237Z"
"cmhsbjlsm0114maftohdfppxy","LP-0068","Loading Point 68","cmhsbjlg900qlmaftgtlgp2uu",,true,8,-3.798966823920719,119.5667808323172,"Seam-D","{""sulfur"":0.6820526935060944,""calorie"":5026.807396507747,""moisture"":17.50770525047768,""ash_content"":9.715388479139222}","2025-11-09T23:02:33.238Z","2025-11-09T23:02:33.238Z"
"cmhsbjlsn0116maft2pvxa4nb","LP-0069","Loading Point 69","cmhsbjlgg00qqmaftu4oeeqmo",,true,4,-4.735434286180034,117.4864698746454,"Seam-B2","{""sulfur"":0.2244280991956368,""calorie"":4801.76036395665,""moisture"":12.6360670661809,""ash_content"":9.420391941046976}","2025-11-09T23:02:33.240Z","2025-11-09T23:02:33.240Z"
"cmhsbjlsp0118maftip893f3k","LP-0070","Loading Point 70","cmhsbjlgi00qrmaftmox9xq91",,true,9,-3.843178345707933,116.7734689855106,"Seam-B2","{""sulfur"":0.685640794092157,""calorie"":5907.474449933648,""moisture"":12.12623562053258,""ash_content"":6.682902158959164}","2025-11-09T23:02:33.241Z","2025-11-09T23:02:33.241Z"
"cmhsbjlsq011amaftcjwd0vmj","LP-0071","Loading Point 71","cmhsbjlgm00qumaft6z61msqq",,true,9,-3.933011703022386,119.4262555487714,"Seam-B1","{""sulfur"":0.4910930697829127,""calorie"":4773.11088538567,""moisture"":19.34674805899053,""ash_content"":6.177418913391405}","2025-11-09T23:02:33.242Z","2025-11-09T23:02:33.242Z"
"cmhsbjlss011cmaft25zwfenp","LP-0072","Loading Point 72","cmhsbjlgn00qvmaft1qqher0x",,true,4,-4.409809347610321,116.0915501683609,"Seam-C2","{""sulfur"":0.3946790416412118,""calorie"":4591.573328877728,""moisture"":18.13761076905777,""ash_content"":4.822706872972665}","2025-11-09T23:02:33.244Z","2025-11-09T23:02:33.244Z"
"cmhsbjlst011emaft5jsj1bt7","LP-0073","Loading Point 73","cmhsbjlh000r4maftmudwno2f",,true,5,-2.768723908668853,115.1074250462616,"Seam-B2","{""sulfur"":0.3892423048060737,""calorie"":5450.143776882044,""moisture"":8.856446681320259,""ash_content"":10.91738507258377}","2025-11-09T23:02:33.245Z","2025-11-09T23:02:33.245Z"
"cmhsbjlsu011gmaft86hxdzm7","LP-0074","Loading Point 74","cmhsbjlhh00rhmaft63qi27pf",,false,3,-5.394832553709866,115.3601436740031,"Seam-A2","{""sulfur"":0.4638163589005663,""calorie"":5986.953077354928,""moisture"":10.63776417182559,""ash_content"":8.16600355235471}","2025-11-09T23:02:33.247Z","2025-11-09T23:02:33.247Z"
"cmhsbjlsw011imafthfqq4av9","LP-0075","Loading Point 75","cmhsbjlhy00rtmaftk6oi347s",,true,6,-4.902318703281159,117.7665474515301,"Seam-B1","{""sulfur"":0.4603242537569138,""calorie"":4812.137889182092,""moisture"":18.45516521427028,""ash_content"":8.20430841392827}","2025-11-09T23:02:33.248Z","2025-11-09T23:02:33.248Z"
