"id","scheduleNumber","vesselId","voyageNumber","loadingPort","destination","etaLoading","etsLoading","etaDestination","ataLoading","loadingStart","loadingComplete","atsLoading","ataDestination","plannedQuantity","actualQuantity","buyer","contractNumber","status","remarks","createdAt","updatedAt"
"cmhsbjs9y078mmafthtafdq4t","SCH-0000011","cmhsbjr3106azmaftebfl0mcr","VY-00011","Tanjung Bara","Cilacap","2025-10-11T23:02:41.614Z","2025-10-12T19:24:56.507Z","2025-10-14T00:18:06.860Z","2025-10-11T22:49:49.771Z","2025-10-12T00:09:26.047Z",,"2025-10-12T19:16:20.954Z",,9939.484305885137,10155.37220636862,"PT Petrokimia","CN-8015","LOADING",,"2025-11-09T23:02:41.638Z","2025-11-09T23:02:41.638Z"
"cmhsbjs9z078omaftu10o3k6q","SCH-0000012","cmhsbjr3206b0maft0f1p2coc","VY-00012","Balikpapan","Paiton","2025-10-01T23:02:41.614Z","2025-10-02T15:06:40.844Z","2025-10-05T16:30:22.254Z","2025-10-01T22:58:07.052Z","2025-10-02T00:38:51.829Z","2025-10-02T15:06:40.844Z","2025-10-02T14:08:17.627Z","2025-10-05T14:57:51.245Z",9415.822352316047,9067.938631569692,"PT Semen Indonesia","CN-9348","SAILING",,"2025-11-09T23:02:41.640Z","2025-11-09T23:02:41.640Z"
"cmhsbjsa1078qmaft6b6pibnr","SCH-0000013","cmhsbjr3306b1maftosae2qs6","VY-00013","Tanjung Bara","Paiton","2025-10-04T23:02:41.614Z","2025-10-05T22:50:45.148Z","2025-10-09T21:15:19.789Z",,"2025-10-05T00:48:05.490Z","2025-10-05T22:50:45.148Z",,"2025-10-09T21:50:55.573Z",8204.39804115313,,"PT Petrokimia","CN-8360","COMPLETED",,"2025-11-09T23:02:41.641Z","2025-11-09T23:02:41.641Z"
"cmhsbjsa3078smaft055i8dan","SCH-0000014","cmhsbjr3406b2maft81hx0986","VY-00014","Samarinda","Gresik","2025-09-23T23:02:41.614Z","2025-09-24T15:42:58.839Z","2025-09-25T17:14:00.995Z",,"2025-09-24T00:50:06.042Z",,,,7169.64341803604,7136.65851653683,"PT Semen Indonesia","CN-9988","SCHEDULED",,"2025-11-09T23:02:41.643Z","2025-11-09T23:02:41.643Z"
"cmhsbjsa5078umafth2yfgycg","SCH-0000015","cmhsbjr3606b3maftkuv1i66k","VY-00015","Sangatta","Paiton","2025-11-01T23:02:41.614Z","2025-11-02T07:47:47.726Z","2025-11-03T19:26:27.692Z","2025-11-02T00:03:06.764Z",,,,"2025-11-03T20:22:15.403Z",8512.971026257106,8121.005692277296,"PT Pupuk Indonesia","CN-4264","SAILING",,"2025-11-09T23:02:41.645Z","2025-11-09T23:02:41.645Z"
"cmhsbjsa6078wmaftk4e8878h","SCH-0000016","cmhsbjr3806b4maftcfrq0vmy","VY-00016","Balikpapan","Paiton","2025-10-13T23:02:41.614Z","2025-10-14T18:21:54.290Z","2025-10-17T04:00:35.953Z","2025-10-13T22:57:13.783Z","2025-10-14T00:28:17.985Z","2025-10-14T18:21:54.290Z","2025-10-14T17:30:24.400Z",,8909.44843405201,,"PT Petrokimia","CN-4506","LOADING",,"2025-11-09T23:02:41.647Z","2025-11-09T23:02:41.647Z"
"cmhsbjsa8078ymaftgwklntd2","SCH-0000017","cmhsbjr3906b5maft2a799rhc","VY-00017","Samarinda","Merak","2025-11-03T23:02:41.614Z","2025-11-04T12:46:14.335Z","2025-11-07T18:34:43.647Z",,"2025-11-04T00:46:49.257Z","2025-11-04T12:46:14.335Z","2025-11-04T13:42:57.473Z",,7548.800114804451,,"PT Steel Indonesia","CN-8862","COMPLETED",,"2025-11-09T23:02:41.648Z","2025-11-09T23:02:41.648Z"
"cmhsbjsaa0790maftwox0torh","SCH-0000018","cmhsbjr3b06b6maftiijr7mw6","VY-00018","Banjarmasin","Paiton","2025-09-21T23:02:41.614Z","2025-09-22T16:41:05.567Z","2025-09-24T23:58:28.111Z",,"2025-09-21T23:38:32.054Z",,"2025-09-22T16:21:37.046Z",,15861.91890658184,16285.25303538007,"PT Steel Indonesia","CN-2050","CANCELLED",,"2025-11-09T23:02:41.651Z","2025-11-09T23:02:41.651Z"
"cmhsbjsac0792maft7yfdqikg","SCH-0000019","cmhsbjr3c06b7maftrvq8n8so","VY-00019","Balikpapan","Gresik","2025-09-28T23:02:41.614Z","2025-09-29T20:04:25.638Z","2025-10-01T13:27:11.029Z","2025-09-28T22:24:14.962Z","2025-09-29T00:47:47.500Z",,"2025-09-29T20:29:29.933Z",,15042.42306872415,,"PT Semen Indonesia","CN-1410","STANDBY",,"2025-11-09T23:02:41.652Z","2025-11-09T23:02:41.652Z"
"cmhsbjsae0794maftxjkego5n","SCH-0000020","cmhsbjr3d06b8maftz7g0uthg","VY-00020","Samarinda","Gresik","2025-09-16T23:02:41.614Z","2025-09-17T12:46:00.544Z","2025-09-20T07:04:39.444Z","2025-09-16T23:51:03.911Z","2025-09-16T23:17:07.464Z","2025-09-17T12:46:00.544Z",,"2025-09-20T08:18:06.931Z",11988.21616277935,,"PT Petrokimia","CN-6167","ARRIVED",,"2025-11-09T23:02:41.654Z","2025-11-09T23:02:41.654Z"
"cmhsbjsaf0796maft1ivvjr7x","SCH-0000021","cmhsbjr3f06b9maftdrk3qq6i","VY-00021","Balikpapan","Paiton","2025-09-15T23:02:41.614Z","2025-09-16T15:12:07.567Z","2025-09-20T05:53:42.576Z","2025-09-15T22:09:23.034Z","2025-09-15T23:03:26.517Z",,,"2025-09-20T05:05:25.673Z",13927.17372515707,,"PLN","CN-4533","DISCHARGING",,"2025-11-09T23:02:41.656Z","2025-11-09T23:02:41.656Z"
"cmhsbjsah0798maft3biopi7m","SCH-0000022","cmhsbjr3g06bamaftry2dn4ge","VY-00022","Tarakan","Merak","2025-10-01T23:02:41.614Z","2025-10-02T11:51:21.837Z","2025-10-06T05:44:40.944Z","2025-10-02T01:02:14.995Z",,,"2025-10-02T12:38:40.897Z","2025-10-06T06:17:44.716Z",9202.974114885275,,"PT Pupuk Indonesia","CN-2148","STANDBY",,"2025-11-09T23:02:41.657Z","2025-11-09T23:02:41.657Z"
"cmhsbjsaj079amaft9s6itf53","SCH-0000023","cmhsbjr3h06bbmafth3bzpeow","VY-00023","Banjarmasin","Suralaya","2025-10-03T23:02:41.614Z","2025-10-04T14:35:31.660Z","2025-10-08T08:40:33.380Z","2025-10-03T21:18:42.783Z",,"2025-10-04T14:35:31.660Z","2025-10-04T15:09:45.478Z","2025-10-08T11:11:55.201Z",12995.68715261001,,"PLN","CN-5809","SCHEDULED",,"2025-11-09T23:02:41.659Z","2025-11-09T23:02:41.659Z"
"cmhsbjsak079cmaftqocue6s9","SCH-0000024","cmhsbjr3i06bcmaftvi2vacoy","VY-00024","Muara Pantai","Cilacap","2025-09-29T23:02:41.614Z","2025-09-30T09:13:37.501Z","2025-10-02T11:42:15.773Z","2025-09-30T00:04:56.451Z",,"2025-09-30T09:13:37.501Z","2025-09-30T08:32:51.125Z","2025-10-02T12:37:24.093Z",10541.139827312,10565.52971826626,"PLN","CN-4435","LOADING",,"2025-11-09T23:02:41.661Z","2025-11-09T23:02:41.661Z"
"cmhsbjsam079emaftyaaa13oa","SCH-0000025","cmhsbjr3k06bdmafti1mywl3j","VY-00025","Banjarmasin","Gresik","2025-10-17T23:02:41.614Z","2025-10-18T22:11:54.705Z","2025-10-21T11:00:06.240Z","2025-10-18T00:18:52.665Z","2025-10-18T00:13:33.812Z","2025-10-18T22:11:54.705Z","2025-10-18T21:28:13.114Z","2025-10-21T10:53:04.166Z",12723.25214640069,12611.93550942833,"PT Pupuk Indonesia","CN-7313","COMPLETED",,"2025-11-09T23:02:41.662Z","2025-11-09T23:02:41.662Z"
"cmhsbjsao079gmaftpckzq9ib","SCH-0000026","cmhsbjr3l06bemaftnrq2qpr4","VY-00026","Banjarmasin","Paiton","2025-09-28T23:02:41.614Z","2025-09-29T08:33:13.181Z","2025-10-02T07:45:26.203Z","2025-09-28T21:03:02.927Z","2025-09-29T00:27:19.993Z","2025-09-29T08:33:13.181Z","2025-09-29T08:58:55.103Z",,18805.62763266588,,"PT Semen Indonesia","CN-4005","LOADING",,"2025-11-09T23:02:41.664Z","2025-11-09T23:02:41.664Z"
"cmhsbjsaq079imaftdsszhwum","SCH-0000027","cmhsbjr3m06bfmaftv3t9ch4s","VY-00027","Sangatta","Merak","2025-10-08T23:02:41.614Z","2025-10-09T19:05:25.166Z","2025-10-13T16:08:34.394Z","2025-10-08T23:17:34.636Z","2025-10-08T23:33:58.709Z",,"2025-10-09T18:11:48.401Z",,19476.90767583817,,"PT Pupuk Indonesia","CN-2050","STANDBY",,"2025-11-09T23:02:41.667Z","2025-11-09T23:02:41.667Z"
"cmhsbjsas079kmaft0r9x9j1d","SCH-0000028","cmhsbjr3o06bgmaftwjzdyu1v","VY-00028","Banjarmasin","Suralaya","2025-09-11T23:02:41.614Z","2025-09-12T10:01:21.481Z","2025-09-13T20:54:35.655Z","2025-09-12T00:20:07.377Z","2025-09-11T23:49:08.782Z",,"2025-09-12T09:16:32.640Z","2025-09-13T20:08:44.400Z",8680.304831994712,8625.652628967724,"PT Semen Indonesia","CN-4364","STANDBY",,"2025-11-09T23:02:41.668Z","2025-11-09T23:02:41.668Z"
"cmhsbjsau079mmaftex0p601z","SCH-0000029","cmhsbjr3q06bhmaft8a42jgwp","VY-00029","Balikpapan","Cilacap","2025-09-16T23:02:41.614Z","2025-09-17T10:57:34.737Z","2025-09-20T00:07:39.427Z","2025-09-16T21:53:36.557Z","2025-09-17T00:49:33.314Z",,,,8168.089630312745,8381.47522520118,"PT Steel Indonesia","CN-6953","COMPLETED",,"2025-11-09T23:02:41.670Z","2025-11-09T23:02:41.670Z"
"cmhsbjsav079omaftahaeluae","SCH-0000030","cmhsbjr3r06bimaftz9pvlhgm","VY-00030","Banjarmasin","Tanjung Priok","2025-10-05T23:02:41.614Z","2025-10-06T20:53:05.735Z","2025-10-08T16:14:11.131Z",,"2025-10-05T23:35:27.563Z",,"2025-10-06T21:34:11.061Z","2025-10-08T17:50:59.911Z",15567.07154999362,,"PT Petrokimia","CN-7878","SAILING",,"2025-11-09T23:02:41.672Z","2025-11-09T23:02:41.672Z"
"cmhsbjsax079qmaftvxwcbb55","SCH-0000031","cmhsbjr3t06bjmaftuk1gwsnw","VY-00031","Banjarmasin","Paiton","2025-10-13T23:02:41.614Z","2025-10-14T20:45:26.618Z","2025-10-17T19:23:37.800Z",,"2025-10-14T00:27:47.534Z","2025-10-14T20:45:26.618Z","2025-10-14T19:51:30.040Z","2025-10-17T19:15:17.111Z",18933.46785656177,,"PT Petrokimia","CN-5063","SAILING",,"2025-11-09T23:02:41.673Z","2025-11-09T23:02:41.673Z"
"cmhsbjsaz079smafta1c7up5i","SCH-0000032","cmhsbjr3u06bkmaftbrrr27z2","VY-00032","Tanjung Bara","Gresik","2025-10-14T23:02:41.614Z","2025-10-15T19:40:11.468Z","2025-10-19T19:29:25.410Z","2025-10-14T23:08:15.253Z","2025-10-15T00:44:11.964Z",,"2025-10-15T20:18:54.999Z","2025-10-19T20:41:18.779Z",12876.12016701263,13055.59125032509,"PT Steel Indonesia","CN-2444","DISCHARGING",,"2025-11-09T23:02:41.675Z","2025-11-09T23:02:41.675Z"
"cmhsbjsb1079umaftnnoir9vh","SCH-0000033","cmhsbjr3v06blmaft6q7vh949","VY-00033","Tanjung Bara","Merak","2025-10-18T23:02:41.614Z","2025-10-19T19:57:37.458Z","2025-10-22T20:11:11.922Z","2025-10-18T23:14:04.357Z","2025-10-19T00:08:38.884Z","2025-10-19T19:57:37.458Z","2025-10-19T20:34:49.257Z","2025-10-22T17:56:21.653Z",11283.2376192098,10921.062406928,"PT Petrokimia","CN-1442","COMPLETED",,"2025-11-09T23:02:41.677Z","2025-11-09T23:02:41.677Z"
"cmhsbjsb2079wmaftwsddt1kc","SCH-0000034","cmhsbjr3w06bmmafteeqll9tp","VY-00034","Samarinda","Suralaya","2025-09-27T23:02:41.614Z","2025-09-28T16:18:52.750Z","2025-10-02T10:28:56.253Z","2025-09-27T21:20:52.163Z","2025-09-27T23:46:04.441Z","2025-09-28T16:18:52.750Z","2025-09-28T16:42:29.376Z","2025-10-02T11:36:11.964Z",15920.03106593826,,"PT Petrokimia","CN-4001","DISCHARGING",,"2025-11-09T23:02:41.679Z","2025-11-09T23:02:41.679Z"
"cmhsbjsb4079ymaft6vp1qs48","SCH-0000035","cmhsbjr3y06bnmaft9kfti5bd","VY-00035","Kariangau","Cilacap","2025-09-21T23:02:41.614Z","2025-09-22T14:25:29.157Z","2025-09-25T02:56:48.163Z","2025-09-21T21:51:49.889Z","2025-09-22T00:30:52.919Z","2025-09-22T14:25:29.157Z","2025-09-22T14:43:02.363Z","2025-09-25T03:24:00.953Z",14608.22692063312,,"PT Semen Indonesia","CN-9732","LOADING",,"2025-11-09T23:02:41.680Z","2025-11-09T23:02:41.680Z"
"cmhsbjsb607a0maft23e7oyyo","SCH-0000036","cmhsbjr3z06bomaftzj471995","VY-00036","Sangatta","Suralaya","2025-10-29T23:02:41.614Z","2025-10-30T19:50:39.473Z","2025-11-01T07:11:49.915Z","2025-10-30T00:43:23.403Z","2025-10-29T23:03:25.119Z",,"2025-10-30T19:31:30.454Z","2025-11-01T09:21:01.444Z",17152.80661588275,,"PT Petrokimia","CN-4313","COMPLETED",,"2025-11-09T23:02:41.682Z","2025-11-09T23:02:41.682Z"
"cmhsbjsb807a2maft51ytdf8u","SCH-0000037","cmhsbjr4006bpmaftk9tvuooa","VY-00037","Tanjung Bara","Tanjung Priok","2025-10-01T23:02:41.614Z","2025-10-02T07:38:54.850Z","2025-10-05T01:24:05.252Z",,,"2025-10-02T07:38:54.850Z","2025-10-02T08:25:25.417Z","2025-10-05T01:53:11.057Z",17307.30194948244,17411.51549687231,"PT Steel Indonesia","CN-9497","LOADING",,"2025-11-09T23:02:41.685Z","2025-11-09T23:02:41.685Z"
"cmhsbjsba07a4maft36395rat","SCH-0000038","cmhsbjr4106bqmaft85al4h0y","VY-00038","Tanjung Bara","Lontar","2025-10-11T23:02:41.614Z","2025-10-12T18:45:35.879Z","2025-10-15T19:14:50.885Z","2025-10-11T22:10:16.882Z","2025-10-12T00:28:40.263Z","2025-10-12T18:45:35.879Z",,"2025-10-15T19:49:38.687Z",8060.062070114683,7700.728738121545,"PT Semen Indonesia","CN-1477","STANDBY",,"2025-11-09T23:02:41.686Z","2025-11-09T23:02:41.686Z"
"cmhsbjsbc07a6maft5ti1jyz8","SCH-0000039","cmhsbjr4306brmaft3tumf8ug","VY-00039","Muara Pantai","Suralaya","2025-10-03T23:02:41.614Z","2025-10-04T13:20:54.299Z","2025-10-07T04:07:16.029Z","2025-10-03T22:20:55.755Z","2025-10-04T00:24:21.275Z",,,"2025-10-07T02:37:45.923Z",10831.65368640256,,"PT Semen Indonesia","CN-4346","LOADING",,"2025-11-09T23:02:41.688Z","2025-11-09T23:02:41.688Z"
"cmhsbjsbd07a8maft6upwshyt","SCH-0000040","cmhsbjr4506bsmaftl51zwahl","VY-00040","Banjarmasin","Gresik","2025-10-31T23:02:41.614Z","2025-11-01T11:03:43.585Z","2025-11-02T12:28:17.313Z",,"2025-11-01T00:07:34.385Z",,,"2025-11-02T12:48:07.977Z",16458.90061144581,,"PT Pupuk Indonesia","CN-3089","SCHEDULED",,"2025-11-09T23:02:41.690Z","2025-11-09T23:02:41.690Z"
"cmhsbjsbf07aamaftboy6414j","SCH-0000041","cmhsbjr4606btmaft4g5pv0up","VY-00041","Kariangau","Cilacap","2025-09-17T23:02:41.614Z","2025-09-18T07:56:16.920Z","2025-09-20T23:40:05.102Z","2025-09-17T22:52:11.248Z",,"2025-09-18T07:56:16.920Z","2025-09-18T07:06:30.955Z","2025-09-20T22:42:31.846Z",15011.66490970323,,"PT Semen Indonesia","CN-3645","SCHEDULED",,"2025-11-09T23:02:41.691Z","2025-11-09T23:02:41.691Z"
"cmhsbjsbh07acmaftss271jai","SCH-0000042","cmhsbjr4806bumafthsqm7m1c","VY-00042","Tanjung Bara","Merak","2025-09-19T23:02:41.614Z","2025-09-20T13:26:21.910Z","2025-09-24T00:20:46.877Z","2025-09-19T23:46:52.708Z","2025-09-19T23:48:20.646Z",,"2025-09-20T12:32:36.951Z","2025-09-24T02:58:21.993Z",15097.10549878875,14955.72822403434,"PT Pupuk Indonesia","CN-1707","DISCHARGING",,"2025-11-09T23:02:41.693Z","2025-11-09T23:02:41.693Z"
"cmhsbjsbj07aemafturs2wnm4","SCH-0000043","cmhsbjr4906bvmaftqrn4b2et","VY-00043","Tanjung Bara","Gresik","2025-11-04T23:02:41.614Z","2025-11-05T14:42:31.393Z","2025-11-06T19:43:01.186Z","2025-11-04T21:28:49.727Z",,,"2025-11-05T15:22:17.368Z",,12552.32472216596,12142.12863640584,"PT Semen Indonesia","CN-4544","SAILING",,"2025-11-09T23:02:41.695Z","2025-11-09T23:02:41.695Z"
"cmhsbjsbl07agmaftclut7xgf","SCH-0000044","cmhsbjr4b06bwmaftn81oi9fl","VY-00044","Muara Pantai","Tanjung Priok","2025-10-18T23:02:41.614Z","2025-10-19T09:40:25.162Z","2025-10-21T14:29:29.953Z","2025-10-18T21:27:59.122Z","2025-10-19T00:48:52.913Z",,"2025-10-19T09:19:40.195Z",,12491.87808832782,,"PLN","CN-4902","ARRIVED",,"2025-11-09T23:02:41.697Z","2025-11-09T23:02:41.697Z"
"cmhsbjsbn07aimaft664exnna","SCH-0000045","cmhsbjr4c06bxmaft7q7edqsd","VY-00045","Tarakan","Tanjung Priok","2025-09-25T23:02:41.614Z","2025-09-26T08:48:17.019Z","2025-09-27T08:54:08.337Z",,"2025-09-26T00:23:58.059Z","2025-09-26T08:48:17.019Z","2025-09-26T08:33:27.365Z","2025-09-27T08:53:50.674Z",13892.74759785821,13571.2429749892,"PLN","CN-4022","SCHEDULED",,"2025-11-09T23:02:41.699Z","2025-11-09T23:02:41.699Z"
"cmhsbjsbp07akmaftot2uz7tn","SCH-0000046","cmhsbjr4d06bymaftkcwiqsqg","VY-00046","Tanjung Bara","Suralaya","2025-11-04T23:02:41.614Z","2025-11-05T21:21:16.533Z","2025-11-07T16:54:19.982Z",,,,"2025-11-05T21:42:40.324Z",,16998.9401086479,16899.97260503881,"PT Semen Indonesia","CN-5450","SCHEDULED",,"2025-11-09T23:02:41.701Z","2025-11-09T23:02:41.701Z"
"cmhsbjsbr07ammaft2cckjsxz","SCH-0000047","cmhsbjr4e06bzmaft7wnemdlm","VY-00047","Samarinda","Lontar","2025-10-08T23:02:41.614Z","2025-10-09T19:08:09.125Z","2025-10-11T06:02:44.856Z","2025-10-09T00:10:19.244Z","2025-10-09T01:00:33.190Z","2025-10-09T19:08:09.125Z","2025-10-09T20:07:13.943Z",,17491.74787188919,16899.00785543521,"PT Pupuk Indonesia","CN-7383","SCHEDULED",,"2025-11-09T23:02:41.703Z","2025-11-09T23:02:41.703Z"
"cmhsbjsbs07aomaftrh3duom7","SCH-0000048","cmhsbjr4g06c0maftmikosayo","VY-00048","Balikpapan","Cilacap","2025-09-18T23:02:41.614Z","2025-09-19T20:37:31.131Z","2025-09-23T08:46:53.961Z",,"2025-09-18T23:40:02.124Z",,,"2025-09-23T11:28:17.694Z",7891.563872650218,7806.971383337611,"PLN","CN-8875","SCHEDULED",,"2025-11-09T23:02:41.705Z","2025-11-09T23:02:41.705Z"
"cmhsbjsbu07aqmaft68i3eszo","SCH-0000049","cmhsbjr4h06c1maft3wpijl16","VY-00049","Sangatta","Suralaya","2025-10-10T23:02:41.614Z","2025-10-11T22:28:16.983Z","2025-10-15T03:29:04.451Z","2025-10-10T22:28:05.475Z","2025-10-10T23:56:33.322Z",,"2025-10-11T23:22:04.905Z",,15107.11799529457,15306.92034985157,"PT Semen Indonesia","CN-9151","SCHEDULED",,"2025-11-09T23:02:41.707Z","2025-11-09T23:02:41.707Z"
"cmhsbjsbw07asmaft4cww7mfb","SCH-0000050","cmhsbjr4i06c2maftrcf3q3yc","VY-00050","Sangatta","Lontar","2025-10-01T23:02:41.614Z","2025-10-02T09:14:36.608Z","2025-10-03T12:53:29.986Z","2025-10-02T01:01:16.032Z",,,,"2025-10-03T13:42:43.904Z",13416.91013075008,,"PT Pupuk Indonesia","CN-2103","COMPLETED",,"2025-11-09T23:02:41.708Z","2025-11-09T23:02:41.708Z"
"cmhsbjsbx07aumaftdirpdl4s","SCH-0000051","cmhsbjr4k06c3maftik5t9h8z","VY-00051","Tanjung Bara","Suralaya","2025-09-28T23:02:41.614Z","2025-09-29T21:25:11.796Z","2025-10-03T13:52:30.720Z",,,"2025-09-29T21:25:11.796Z","2025-09-29T20:33:40.555Z",,17298.42432967122,,"PT Semen Indonesia","CN-5711","LOADING",,"2025-11-09T23:02:41.710Z","2025-11-09T23:02:41.710Z"
"cmhsbjsbz07awmaftivwg8u65","SCH-0000052","cmhsbjr4m06c4maftkmnlf5n6","VY-00052","Banjarmasin","Tanjung Priok","2025-10-21T23:02:41.614Z","2025-10-22T07:45:49.162Z","2025-10-25T16:54:17.304Z","2025-10-21T21:23:10.881Z",,"2025-10-22T07:45:49.162Z",,"2025-10-25T15:23:48.492Z",9183.09550911917,9302.048838480667,"PT Steel Indonesia","CN-7505","STANDBY",,"2025-11-09T23:02:41.711Z","2025-11-09T23:02:41.711Z"
"cmhsbjsc107aymaftobthivjo","SCH-0000053","cmhsbjr4n06c5maftitb00029","VY-00053","Tanjung Bara","Tanjung Priok","2025-09-30T23:02:41.614Z","2025-10-01T12:24:53.492Z","2025-10-04T20:38:21.080Z","2025-09-30T21:07:50.620Z","2025-09-30T23:37:58.523Z","2025-10-01T12:24:53.492Z","2025-10-01T12:17:07.718Z","2025-10-04T18:20:23.024Z",10538.42650770767,10327.04269610453,"PT Semen Indonesia","CN-8924","LOADING",,"2025-11-09T23:02:41.713Z","2025-11-09T23:02:41.713Z"
"cmhsbjsc307b0maft3ww0y78j","SCH-0000054","cmhsbjr4o06c6maftww9oppxv","VY-00054","Tanjung Bara","Paiton","2025-09-28T23:02:41.614Z","2025-09-29T19:00:33.879Z","2025-10-01T07:56:24.225Z","2025-09-29T00:04:37.433Z","2025-09-28T23:14:27.955Z","2025-09-29T19:00:33.879Z","2025-09-29T19:03:42.754Z",,18267.73558544969,18361.86559215025,"PT Semen Indonesia","CN-8726","ARRIVED",,"2025-11-09T23:02:41.715Z","2025-11-09T23:02:41.715Z"
