"id","code","name","brand","model","yearManufacture","capacity","fuelCapacity","status","lastMaintenance","nextMaintenance","totalHours","totalDistance","currentOperatorId","currentLocation","isActive","purchaseDate","retirementDate","remarks","createdAt","updatedAt"
"cmhsbjosy04jgmaftf73uhnnn","HD-0062","UD Trucks Quon GWE370-062","UD Trucks","Quon GWE370",2024,28,304,"HAULING","2025-09-26T23:02:37.025Z","2025-10-26T23:02:37.025Z",5473,84039,,"Workshop",true,"2024-01-18T17:00:00.000Z",,,"2025-11-09T23:02:37.138Z","2025-11-09T23:02:37.138Z"
"cmhsbjosz04jimaft7g5ni1uk","HD-0063","Mercedes-Benz Arocs 4143-063","Mercedes-Benz","Arocs 4143",2023,35,383,"LOADING","2025-11-03T23:02:37.025Z","2025-12-03T23:02:37.025Z",8931,140327,"cmhsbjo6903sumaft36kvr17i","Pool",true,"2023-01-22T17:00:00.000Z",,"Fleet A","2025-11-09T23:02:37.139Z","2025-11-09T23:02:37.139Z"
"cmhsbjot104jkmaftpkieew5p","HD-0064","Mercedes-Benz Arocs 4143-064","Mercedes-Benz","Arocs 4143",2015,30,416,"MAINTENANCE","2025-10-27T23:02:37.025Z","2025-11-26T23:02:37.025Z",35258,532067,,"PIT-03",false,"2015-02-18T17:00:00.000Z",,,"2025-11-09T23:02:37.141Z","2025-11-09T23:02:37.141Z"
"cmhsbjot304jmmaft9znwxzsb","HD-0065","Volvo FMX500-065","Volvo","FMX500",2016,29,348,"MAINTENANCE","2025-10-26T23:02:37.025Z","2025-11-25T23:02:37.025Z",32649,490822,,"En-route",true,"2016-06-09T17:00:00.000Z",,,"2025-11-09T23:02:37.143Z","2025-11-09T23:02:37.143Z"
"cmhsbjot404jomaftifm1aazo","HD-0066","Mercedes-Benz Arocs 4143-066","Mercedes-Benz","Arocs 4143",2021,20,313,"HAULING","2025-10-25T23:02:37.025Z","2025-11-24T23:02:37.025Z",15158,236336,"cmhsbjo6d03t0maftcfqk4rxc","ROM-02",true,"2021-02-11T17:00:00.000Z",,,"2025-11-09T23:02:37.145Z","2025-11-09T23:02:37.145Z"
"cmhsbjot604jqmaftfg7hq35g","HD-0067","Mitsubishi Fuso FJ2528R-067","Mitsubishi Fuso","FJ2528R",2024,22,389,"IN_QUEUE","2025-10-10T23:02:37.025Z","2025-11-09T23:02:37.025Z",4244,72392,"cmhsbjo6f03t2maftd7vs098g","ROM-01",true,"2024-06-09T17:00:00.000Z",,,"2025-11-09T23:02:37.146Z","2025-11-09T23:02:37.146Z"
"cmhsbjot804jsmaftsggmx0gx","HD-0068","UD Trucks Quester CWE280-068","UD Trucks","Quester CWE280",2021,34,323,"DUMPING","2025-11-07T23:02:37.025Z","2025-12-07T23:02:37.025Z",14949,231931,"cmhsbjo6h03t4maftopkn8spo","Pool",true,"2021-03-17T17:00:00.000Z",,"Fleet A","2025-11-09T23:02:37.148Z","2025-11-09T23:02:37.148Z"
"cmhsbjota04jumaftqjlchi8p","HD-0069","Volvo FM440-069","Volvo","FM440",2018,39,412,"HAULING","2025-10-04T23:02:37.025Z","2025-11-03T23:02:37.025Z",25288,384081,,"PIT-02",true,"2018-06-24T17:00:00.000Z",,,"2025-11-09T23:02:37.151Z","2025-11-09T23:02:37.151Z"
"cmhsbjotc04jwmaft5cq2qlma","HD-0070","UD Trucks Quon GWE370-070","UD Trucks","Quon GWE370",2016,24,409,"LOADING","2025-10-01T23:02:37.025Z","2025-10-31T23:02:37.025Z",31819,484573,"cmhsbjo6k03t8maftf1uzaecw","En-route",true,"2016-11-08T17:00:00.000Z",,"Fleet A","2025-11-09T23:02:37.152Z","2025-11-09T23:02:37.152Z"
"cmhsbjote04jymaft9uamx5f1","HD-0071","Scania G440-071","Scania","G440",2024,29,395,"STANDBY","2025-10-12T23:02:37.025Z","2025-11-11T23:02:37.025Z",5214,84266,,"Stockpile-01",true,"2024-03-04T17:00:00.000Z",,"Fleet A","2025-11-09T23:02:37.154Z","2025-11-09T23:02:37.154Z"
"cmhsbjotf04k0maftvuoobs4l","HD-0072","Hino FM260JD-072","Hino","FM260JD",2016,26,426,"IDLE","2025-10-18T23:02:37.025Z","2025-11-17T23:02:37.025Z",33470,504482,"cmhsbjo6o03tcmaftnaes6rxa","PIT-03",true,"2016-06-19T17:00:00.000Z",,,"2025-11-09T23:02:37.156Z","2025-11-09T23:02:37.156Z"
