"id","code","name","brand","model","yearManufacture","bucketCapacity","status","lastMaintenance","nextMaintenance","totalHours","currentLocation","isActive","purchaseDate","retirementDate","remarks","createdAt","updatedAt"
"cmhsbjpo305ebmaftpd5g98bw","EXC-0035","Liebherr R9800-035","Liebherr","R9800",2018,10.22401825638234,"IDLE","2025-11-06T23:02:38.191Z","2026-01-05T23:02:38.191Z",28072,"PIT-03",true,"2018-01-17T17:00:00.000Z",,"Production unit A","2025-11-09T23:02:38.260Z","2025-11-09T23:02:38.260Z"
"cmhsbjpo505ecmaft052xp6kx","EXC-0036","Caterpillar 390F-036","Caterpillar","390F",2020,11.64238711724346,"BREAKDOWN","2025-10-28T23:02:38.191Z","2025-12-27T23:02:38.191Z",20035,"PIT-04",true,"2020-09-01T17:00:00.000Z",,,"2025-11-09T23:02:38.262Z","2025-11-09T23:02:38.262Z"
"cmhsbjpo705edmaft0viyqjbc","EXC-0037","Komatsu PC400-8-037","Komatsu","PC400-8",2023,10.7280475040012,"STANDBY","2025-10-17T23:02:38.191Z","2025-12-16T23:02:38.191Z",9634,"PIT-01",true,"2023-01-22T17:00:00.000Z",,"Production unit A","2025-11-09T23:02:38.264Z","2025-11-09T23:02:38.264Z"
"cmhsbjpo905eemaftgoxjjcus","EXC-0038","Volvo EC750E-038","Volvo","EC750E",2015,8.075883088467307,"BREAKDOWN","2025-09-30T23:02:38.191Z","2025-11-29T23:02:38.191Z",40233,"PIT-02",false,"2015-12-10T17:00:00.000Z",,"Production unit A","2025-11-09T23:02:38.265Z","2025-11-09T23:02:38.265Z"
"cmhsbjpob05efmafttktlo11w","EXC-0039","Volvo EC950F-039","Volvo","EC950F",2015,11.85224184361369,"ACTIVE","2025-09-27T23:02:38.191Z","2025-11-26T23:02:38.191Z",40307,"Stockpile-01",true,"2015-03-27T17:00:00.000Z",,,"2025-11-09T23:02:38.268Z","2025-11-09T23:02:38.268Z"
"cmhsbjpod05egmaft9xjprykc","EXC-0040","Liebherr R9800-040","Liebherr","R9800",2017,12.42057444570477,"IDLE","2025-09-27T23:02:38.191Z","2025-11-26T23:02:38.191Z",32756,"PIT-04",true,"2017-07-19T17:00:00.000Z",,,"2025-11-09T23:02:38.270Z","2025-11-09T23:02:38.270Z"
"cmhsbjpof05ehmaftqs4s3qi2","EXC-0041","Volvo EC480E-041","Volvo","EC480E",2021,8.54073681176496,"MAINTENANCE","2025-10-30T23:02:38.191Z","2025-12-29T23:02:38.191Z",17772,"PIT-03",true,"2021-03-25T17:00:00.000Z",,,"2025-11-09T23:02:38.271Z","2025-11-09T23:02:38.271Z"
"cmhsbjpog05eimaft3a4olcqz","EXC-0042","Caterpillar 374F-042","Caterpillar","374F",2024,12.76422460342598,"STANDBY","2025-10-14T23:02:38.191Z","2025-12-13T23:02:38.191Z",4042,"PIT-01",true,"2024-11-22T17:00:00.000Z",,,"2025-11-09T23:02:38.273Z","2025-11-09T23:02:38.273Z"
"cmhsbjpoi05ejmaft8nj3ek0v","EXC-0043","Liebherr R984C-043","Liebherr","R984C",2016,9.464519730958603,"ACTIVE","2025-09-24T23:02:38.191Z","2025-11-23T23:02:38.191Z",37855,"PIT-01",true,"2016-07-11T17:00:00.000Z",,,"2025-11-09T23:02:38.274Z","2025-11-09T23:02:38.274Z"
"cmhsbjpok05ekmaftwnc2ghub","EXC-0044","Komatsu PC1250-8-044","Komatsu","PC1250-8",2022,12.41073165362618,"MAINTENANCE","2025-09-22T23:02:38.191Z","2025-11-21T23:02:38.191Z",13920,"Stockpile-01",true,"2022-08-11T17:00:00.000Z",,,"2025-11-09T23:02:38.276Z","2025-11-09T23:02:38.276Z"
"cmhsbjpol05elmaftble20kq6","EXC-0045","Caterpillar 349E-045","Caterpillar","349E",2019,11.81614841967314,"MAINTENANCE","2025-10-02T23:02:38.191Z","2025-12-01T23:02:38.191Z",25500,"ROM-01",true,"2019-12-09T17:00:00.000Z",,,"2025-11-09T23:02:38.278Z","2025-11-09T23:02:38.278Z"
"cmhsbjpon05emmaftgb2tkywk","EXC-0046","Komatsu PC800-8-046","Komatsu","PC800-8",2019,10.54021905893408,"IDLE","2025-10-29T23:02:38.191Z","2025-12-28T23:02:38.191Z",25628,"ROM-02",true,"2019-01-04T17:00:00.000Z",,,"2025-11-09T23:02:38.280Z","2025-11-09T23:02:38.280Z"
"cmhsbjpop05enmaftjh9b2iru","EXC-0047","Liebherr R9400-047","Liebherr","R9400",2023,12.57592845869004,"MAINTENANCE","2025-10-01T23:02:38.191Z","2025-11-30T23:02:38.191Z",8505,"ROM-02",true,"2023-04-27T17:00:00.000Z",,,"2025-11-09T23:02:38.281Z","2025-11-09T23:02:38.281Z"
"cmhsbjpor05eomaftb5yqc958","EXC-0048","Hitachi EX1200-6-048","Hitachi","EX1200-6",2024,8.525284602174036,"STANDBY","2025-10-16T23:02:38.191Z","2025-12-15T23:02:38.191Z",4267,"ROM-02",true,"2024-02-26T17:00:00.000Z",,,"2025-11-09T23:02:38.284Z","2025-11-09T23:02:38.284Z"
"cmhsbjpou05epmaftcg8vppza","EXC-0049","Hitachi EX2600-6-049","Hitachi","EX2600-6",2022,12.27941054135767,"ACTIVE","2025-10-04T23:02:38.191Z","2025-12-03T23:02:38.191Z",13509,"PIT-02",false,"2022-03-07T17:00:00.000Z",,"Production unit A","2025-11-09T23:02:38.286Z","2025-11-09T23:02:38.286Z"
"cmhsbjpow05eqmaft22mdw5nt","EXC-0050","Kobelco SK850-10-050","Kobelco","SK850-10",2017,8.970507017482173,"STANDBY","2025-10-24T23:02:38.191Z","2025-12-23T23:02:38.191Z",33765,"Workshop",true,"2017-01-18T17:00:00.000Z",,,"2025-11-09T23:02:38.288Z","2025-11-09T23:02:38.288Z"
"cmhsbjpox05ermaftc3jwyiyf","EXC-0051","Liebherr R9800-051","Liebherr","R9800",2022,11.87446720296245,"MAINTENANCE","2025-11-05T23:02:38.191Z","2026-01-04T23:02:38.191Z",13059,"Workshop",true,"2022-05-10T17:00:00.000Z",,"Production unit A","2025-11-09T23:02:38.290Z","2025-11-09T23:02:38.290Z"
"cmhsbjpoz05esmaftj6v8gl35","EXC-0052","Hitachi EX3600-6-052","Hitachi","EX3600-6",2022,9.292423354338984,"BREAKDOWN","2025-09-28T23:02:38.191Z","2025-11-27T23:02:38.191Z",12808,"ROM-02",true,"2022-10-24T17:00:00.000Z",,,"2025-11-09T23:02:38.291Z","2025-11-09T23:02:38.291Z"
"cmhsbjpp105etmaftawu84k8n","EXC-0053","Volvo EC480E-053","Volvo","EC480E",2017,10.45242774732918,"STANDBY","2025-09-18T23:02:38.191Z","2025-11-17T23:02:38.191Z",33279,"PIT-01",true,"2017-08-19T17:00:00.000Z",,"Production unit A","2025-11-09T23:02:38.293Z","2025-11-09T23:02:38.293Z"
"cmhsbjpp205eumafty4qdp8sq","EXC-0054","Kobelco SK850-10-054","Kobelco","SK850-10",2023,12.34847820253237,"ACTIVE","2025-10-11T23:02:38.191Z","2025-12-10T23:02:38.191Z",8856,"PIT-01",true,"2023-03-02T17:00:00.000Z",,,"2025-11-09T23:02:38.295Z","2025-11-09T23:02:38.295Z"
"cmhsbjpp405evmaftd9mqfhoi","EXC-0055","Komatsu PC1250-8-055","Komatsu","PC1250-8",2018,11.48887205033689,"STANDBY","2025-10-17T23:02:38.191Z","2025-12-16T23:02:38.191Z",28336,"PIT-03",true,"2018-10-18T17:00:00.000Z",,,"2025-11-09T23:02:38.297Z","2025-11-09T23:02:38.297Z"
"cmhsbjpp705ewmaftsfu5kw53","EXC-0056","Komatsu PC800-8-056","Komatsu","PC800-8",2019,8.389302278779219,"BREAKDOWN","2025-11-03T23:02:38.191Z","2026-01-02T23:02:38.191Z",25743,"ROM-02",true,"2019-04-04T17:00:00.000Z",,,"2025-11-09T23:02:38.299Z","2025-11-09T23:02:38.299Z"
"cmhsbjpp905exmaftn8z5o3n7","EXC-0057","Hitachi EX1900-6-057","Hitachi","EX1900-6",2023,10.16431947944509,"MAINTENANCE","2025-10-08T23:02:38.191Z","2025-12-07T23:02:38.191Z",8844,"PIT-01",true,"2023-10-23T17:00:00.000Z",,,"2025-11-09T23:02:38.301Z","2025-11-09T23:02:38.301Z"
"cmhsbjppb05eymaftbngme76d","EXC-0058","Volvo EC950F-058","Volvo","EC950F",2022,10.36185414298131,"BREAKDOWN","2025-09-13T23:02:38.191Z","2025-11-12T23:02:38.191Z",12449,"PIT-02",true,"2022-09-07T17:00:00.000Z",,,"2025-11-09T23:02:38.304Z","2025-11-09T23:02:38.304Z"
"cmhsbjppd05ezmaftql9oy4pl","EXC-0059","Liebherr R9400-059","Liebherr","R9400",2018,10.5239446711789,"MAINTENANCE","2025-11-06T23:02:38.191Z","2026-01-05T23:02:38.191Z",29849,"ROM-01",true,"2018-11-14T17:00:00.000Z",,,"2025-11-09T23:02:38.306Z","2025-11-09T23:02:38.306Z"
"cmhsbjppf05f0maftn3ddzjcr","EXC-0060","Hitachi EX3600-6-060","Hitachi","EX3600-6",2022,8.459397588719009,"STANDBY","2025-10-02T23:02:38.191Z","2025-12-01T23:02:38.191Z",13891,"Stockpile-01",true,"2022-01-13T17:00:00.000Z",,,"2025-11-09T23:02:38.307Z","2025-11-09T23:02:38.307Z"
"cmhsbjpph05f1maftg3odr27w","EXC-0061","Komatsu PC400-8-061","Komatsu","PC400-8",2021,10.06717912384185,"ACTIVE","2025-11-03T23:02:38.191Z","2026-01-02T23:02:38.191Z",16791,"PIT-01",true,"2021-02-15T17:00:00.000Z",,"Production unit A","2025-11-09T23:02:38.309Z","2025-11-09T23:02:38.309Z"
"cmhsbjppj05f2maftnp89dk7l","EXC-0062","Caterpillar 374F-062","Caterpillar","374F",2015,8.417117176365142,"BREAKDOWN","2025-09-11T23:02:38.191Z","2025-11-10T23:02:38.191Z",41175,"ROM-02",true,"2015-12-03T17:00:00.000Z",,,"2025-11-09T23:02:38.311Z","2025-11-09T23:02:38.311Z"
"cmhsbjppl05f3maftr7lm4zsb","EXC-0063","Hitachi EX1900-6-063","Hitachi","EX1900-6",2017,11.46538243443712,"BREAKDOWN","2025-10-19T23:02:38.191Z","2025-12-18T23:02:38.191Z",32219,"Workshop",true,"2017-10-23T17:00:00.000Z",,,"2025-11-09T23:02:38.313Z","2025-11-09T23:02:38.313Z"
"cmhsbjppo05f4maftvmein6ke","EXC-0064","Kobelco SK850-10-064","Kobelco","SK850-10",2019,12.74017549926735,"STANDBY","2025-10-09T23:02:38.191Z","2025-12-08T23:02:38.191Z",25291,"Workshop",true,"2019-09-07T17:00:00.000Z",,,"2025-11-09T23:02:38.316Z","2025-11-09T23:02:38.316Z"
"cmhsbjppq05f5maftbqbmxqma","EXC-0065","Caterpillar 374F-065","Caterpillar","374F",2024,10.28836967247253,"MAINTENANCE","2025-09-30T23:02:38.191Z","2025-11-29T23:02:38.192Z",5771,"PIT-04",true,"2024-01-05T17:00:00.000Z",,,"2025-11-09T23:02:38.318Z","2025-11-09T23:02:38.318Z"
"cmhsbjpps05f6maftszqy64hg","EXC-0066","Caterpillar 390F-066","Caterpillar","390F",2022,12.33100662803325,"IDLE","2025-10-26T23:02:38.192Z","2025-12-25T23:02:38.192Z",13486,"PIT-02",true,"2022-06-20T17:00:00.000Z",,,"2025-11-09T23:02:38.320Z","2025-11-09T23:02:38.320Z"
"cmhsbjppu05f7maft6ektxuf3","EXC-0067","Caterpillar 6030-067","Caterpillar","6030",2017,12.31374184831813,"ACTIVE","2025-10-09T23:02:38.192Z","2025-12-08T23:02:38.192Z",33459,"ROM-02",true,"2017-08-12T17:00:00.000Z",,,"2025-11-09T23:02:38.322Z","2025-11-09T23:02:38.322Z"
"cmhsbjppw05f8maftgxj8mltc","EXC-0068","Hitachi EX3600-6-068","Hitachi","EX3600-6",2021,12.94737878344814,"IDLE","2025-10-07T23:02:38.192Z","2025-12-06T23:02:38.192Z",16647,"PIT-04",true,"2021-09-13T17:00:00.000Z",,,"2025-11-09T23:02:38.324Z","2025-11-09T23:02:38.324Z"
"cmhsbjppy05f9maftbz7vzryd","EXC-0069","Komatsu PC2000-8-069","Komatsu","PC2000-8",2018,11.12225301555013,"STANDBY","2025-11-07T23:02:38.192Z","2026-01-06T23:02:38.192Z",29544,"ROM-01",true,"2018-01-23T17:00:00.000Z",,"Production unit A","2025-11-09T23:02:38.326Z","2025-11-09T23:02:38.326Z"
"cmhsbjpq005famaft67vg8mzv","EXC-0070","Hitachi EX1200-6-070","Hitachi","EX1200-6",2020,12.74211781490242,"BREAKDOWN","2025-10-03T23:02:38.192Z","2025-12-02T23:02:38.192Z",20361,"PIT-04",true,"2020-06-17T17:00:00.000Z",,,"2025-11-09T23:02:38.328Z","2025-11-09T23:02:38.328Z"
"cmhsbjpq205fbmaftct9176rf","EXC-0071","Komatsu PC400-8-071","Komatsu","PC400-8",2015,10.85810830688893,"BREAKDOWN","2025-10-06T23:02:38.192Z","2025-12-05T23:02:38.192Z",40086,"ROM-02",true,"2015-01-01T17:00:00.000Z",,"Production unit A","2025-11-09T23:02:38.330Z","2025-11-09T23:02:38.330Z"
"cmhsbjpq405fcmaftzxk6pi2i","EXC-0072","Liebherr R984C-072","Liebherr","R984C",2021,8.448383191845213,"ACTIVE","2025-09-14T23:02:38.192Z","2025-11-13T23:02:38.192Z",17620,"PIT-03",true,"2021-09-20T17:00:00.000Z",,"Production unit A","2025-11-09T23:02:38.332Z","2025-11-09T23:02:38.332Z"
"cmhsbjpq605fdmaftujojjnhc","EXC-0073","Liebherr R9800-073","Liebherr","R9800",2016,12.17256079404946,"STANDBY","2025-10-09T23:02:38.192Z","2025-12-08T23:02:38.192Z",36105,"ROM-02",true,"2016-03-27T17:00:00.000Z",,,"2025-11-09T23:02:38.334Z","2025-11-09T23:02:38.334Z"
"cmhsbjpq805femaftr8i46zr1","EXC-0074","Liebherr R9400-074","Liebherr","R9400",2021,10.81945534562917,"BREAKDOWN","2025-09-27T23:02:38.192Z","2025-11-26T23:02:38.192Z",16080,"PIT-01",true,"2021-05-04T17:00:00.000Z",,"Production unit A","2025-11-09T23:02:38.336Z","2025-11-09T23:02:38.336Z"
"cmhsbjpq905ffmaft9s66agb1","EXC-0075","Hitachi EX1900-6-075","Hitachi","EX1900-6",2021,9.398638524995409,"MAINTENANCE","2025-09-16T23:02:38.192Z","2025-11-15T23:02:38.192Z",17482,"PIT-02",true,"2021-03-12T17:00:00.000Z",,,"2025-11-09T23:02:38.337Z","2025-11-09T23:02:38.337Z"
"cmhsbjpqb05fgmaftzx2l1cxu","EXC-0076","Caterpillar 349E-076","Caterpillar","349E",2022,12.57895704207311,"MAINTENANCE","2025-09-14T23:02:38.192Z","2025-11-13T23:02:38.192Z",12454,"PIT-02",true,"2022-05-19T17:00:00.000Z",,,"2025-11-09T23:02:38.339Z","2025-11-09T23:02:38.339Z"
"cmhsbjpqc05fhmaftifg4j90s","EXC-0077","Liebherr R9400-077","Liebherr","R9400",2021,11.88346845094686,"BREAKDOWN","2025-10-13T23:02:38.192Z","2025-12-12T23:02:38.192Z",16683,"PIT-04",true,"2021-10-08T17:00:00.000Z",,,"2025-11-09T23:02:38.341Z","2025-11-09T23:02:38.341Z"
"cmhsbjpqe05fimaftyvrbg3zn","EXC-0078","Hitachi EX2600-6-078","Hitachi","EX2600-6",2022,11.06347998800533,"STANDBY","2025-11-06T23:02:38.192Z","2026-01-05T23:02:38.192Z",12229,"ROM-02",true,"2022-08-10T17:00:00.000Z",,"Production unit A","2025-11-09T23:02:38.342Z","2025-11-09T23:02:38.342Z"
